assembly	contig_id	category
DW-TWABC	NODE_21219_length_4950_cov_3_004925	2
DW-TWABC	NODE_21296_length_4938_cov_1_700885	2
DW-TWABC	NODE_21364_length_4927_cov_1_694433	2
DW-TWABC	NODE_2146_length_31803_cov_934_152745	2
DW-TWABC	NODE_2152_length_31756_cov_3_072698	2
DW-TWABC	NODE_21752_length_4860_cov_2_106628	2
DW-TWABC	NODE_21795_length_4852_cov_1_475183	2
DW-TWABC	NODE_21880_length_4835_cov_2_118327	2
DW-TWABC	NODE_2197_length_31315_cov_6_593796	2
DW-TWABC	NODE_2201_length_31284_cov_4_331240	2
DW-TWABC	NODE_2216_length_31188_cov_9_116550	2
DW-TWABC	NODE_22213_length_4779_cov_1_210974	2
DW-TWABC	NODE_22245_length_4774_cov_2_046838	2
DW-TWABC	NODE_22267_length_4771_cov_2_840222	2
DW-TWABC	NODE_22446_length_4743_cov_1_806258	2
DW-TWABC	NODE_2245_length_30902_cov_3_331679	2
DW-TWABC	NODE_2247_length_30901_cov_25_544024	2
DW-TWABC	NODE_22547_length_4725_cov_25_919105	2
DW-TWABC	NODE_22774_length_4689_cov_4_359280	2
DW-TWABC	NODE_23005_length_4653_cov_1_575175	2
DW-TWABC	NODE_2300_length_30335_cov_3_420980	2
DW-TWABC	NODE_23328_length_4601_cov_1_758179	2
DW-TWABC	NODE_2335_length_29971_cov_2_903057	2
DW-TWABC	NODE_2349_length_29854_cov_8_675689	2
DW-TWABC	NODE_23523_length_4574_cov_3_006226	2
DW-TWABC	NODE_23859_length_4528_cov_2_088295	2
DW-TWABC	NODE_24002_length_4508_cov_1_991875	2
DW-TWABC	NODE_24189_length_4478_cov_1_575551	2
DW-TWABC	NODE_2434_length_29067_cov_2_392411	2
DW-TWABC	NODE_2479_length_28610_cov_8_393965	2
DW-TWABC	NODE_25013_length_4363_cov_2_958236	2
DW-TWABC	NODE_25083_length_4356_cov_1_487263	2
DW-TWABC	NODE_25091_length_4355_cov_0_980832	2
DW-TWABC	NODE_25302_length_4330_cov_10_810722	2
DW-TWABC	NODE_25398_length_4316_cov_3_351734	2
DW-TWABC	NODE_25537_length_4299_cov_2_701090	2
DW-TWABC	NODE_2556_length_27865_cov_2_246005	2
DW-TWABC	NODE_25585_length_4294_cov_5_089163	2
DW-TWABC	NODE_25605_length_4292_cov_3_179834	2
DW-TWABC	NODE_25719_length_4277_cov_1_928333	2
DW-TWABC	NODE_25832_length_4261_cov_2_985182	2
DW-TWABC	NODE_2594_length_27523_cov_2_882351	2
DW-TWABC	NODE_2606_length_27418_cov_3_180535	2
DW-TWABC	NODE_26285_length_4207_cov_2_397579	2
DW-TWABC	NODE_26289_length_4207_cov_1_327119	2
DW-TWABC	NODE_26294_length_4205_cov_10_483527	2
DW-TWABC	NODE_26648_length_4161_cov_1_496817	2
DW-TWABC	NODE_26669_length_4158_cov_2_170301	2
DW-TWABC	NODE_26790_length_4146_cov_1_265913	2
DW-TWABC	NODE_2681_length_26744_cov_3_372333	2
DW-TWABC	NODE_2693_length_26638_cov_1_814992	2
DW-TWABC	NODE_2696_length_26624_cov_2_839153	2
DW-TWABC	NODE_27027_length_4120_cov_1_920604	2
DW-TWABC	NODE_271_length_128024_cov_13_860466	2
DW-TWABC	NODE_27331_length_4084_cov_23_190666	2
DW-TWABC	NODE_27348_length_4083_cov_2_295307	2
DW-TWABC	NODE_27424_length_4075_cov_2_246873	2
DW-TWABC	NODE_27656_length_4050_cov_124_463881	2
DW-TWABC	NODE_27821_length_4034_cov_1_611827	2
DW-TWABC	NODE_28157_length_3999_cov_10_586690	2
DW-TWABC	NODE_28213_length_3995_cov_1_299387	2
DW-TWABC	NODE_28276_length_3988_cov_2_826643	2
DW-TWABC	NODE_28516_length_3964_cov_1_612555	2
DW-TWABC	NODE_28736_length_3942_cov_4_427684	2
DW-TWABC	NODE_28905_length_3924_cov_2_030933	2
DW-TWABC	NODE_29038_length_3910_cov_2_858336	2
DW-TWABC	NODE_29163_length_3899_cov_1_375981	2
DW-TWABC	NODE_29506_length_3867_cov_1_901055	2
DW-TWABC	NODE_29538_length_3864_cov_1_663322	2
DW-TWABC	NODE_2957_length_24719_cov_9_292712	2
DW-TWABC	NODE_2960_length_24694_cov_10_602145	2
DW-TWABC	NODE_29846_length_3834_cov_3_793186	2
DW-TWABC	NODE_29894_length_3828_cov_2_844575	2
DW-TWABC	NODE_3028_length_24182_cov_3_267994	2
DW-TWABC	NODE_30329_length_3788_cov_2_233091	2
DW-TWABC	NODE_30505_length_3773_cov_1_591180	2
DW-TWABC	NODE_3066_length_23937_cov_2_898743	2
DW-TWABC	NODE_3067_length_23933_cov_8_927859	2
DW-TWABC	NODE_30897_length_3743_cov_1_806056	2
DW-TWABC	NODE_3097_length_23683_cov_4_332458	2
DW-TWABC	NODE_31345_length_3704_cov_2_374414	2
DW-TWABC	NODE_31355_length_3703_cov_4_374242	2
DW-TWABC	NODE_31365_length_3703_cov_1_596525	2
DW-TWABC	NODE_3140_length_23388_cov_899_091802	2
DW-TWABC	NODE_31712_length_3672_cov_1_188039	2
DW-TWABC	NODE_3173_length_23136_cov_6_640618	2
DW-TWABC	NODE_31786_length_3666_cov_1_353580	2
DW-TWABC	NODE_31819_length_3663_cov_1_314557	2
DW-TWABC	NODE_32383_length_3615_cov_2_927077	2
DW-TWABC	NODE_3243_length_22792_cov_2_785428	2
DW-TWABC	NODE_32477_length_3609_cov_1_345980	2
DW-TWABC	NODE_32530_length_3604_cov_2_349305	2
DW-TWABC	NODE_32722_length_3588_cov_2_077756	2
DW-TWABC	NODE_32744_length_3586_cov_2_005415	2
DW-TWABC	NODE_32878_length_3575_cov_2_340766	2
DW-TWABC	NODE_32881_length_3575_cov_1_471698	2
DW-TWABC	NODE_32892_length_3574_cov_1_555619	2
DW-TWABC	NODE_3338_length_22312_cov_2_774770	2
DW-TWABC	NODE_3346_length_22263_cov_29_246732	2
DW-TWABC	NODE_33538_length_3520_cov_9_820796	2
DW-TWABC	NODE_3386_length_22074_cov_2_509251	2
DW-TWABC	NODE_3390_length_22070_cov_8_726549	2
DW-TWABC	NODE_34131_length_3475_cov_2_520012	2
DW-TWABC	NODE_34516_length_3448_cov_147_273213	2
DW-TWABC	NODE_3490_length_21500_cov_2_659898	2
DW-TWABC	NODE_34914_length_3422_cov_3_472945	2
DW-TWABC	NODE_3507_length_21434_cov_2_299480	2
DW-TWABC	NODE_3516_length_21368_cov_8_023719	2
DW-TWABC	NODE_35183_length_3402_cov_1_599398	2
DW-TWABC	NODE_35234_length_3398_cov_13_557362	2
DW-TWABC	NODE_3534_length_21301_cov_7_785290	2
DW-TWABC	NODE_3563_length_21132_cov_6_034481	2
DW-TWABC	NODE_35907_length_3352_cov_1_854656	2
DW-TWABC	NODE_36177_length_3334_cov_8_930918	2
DW-TWABC	NODE_36608_length_3308_cov_1_025070	2
DW-TWABC	NODE_36810_length_3295_cov_1_969857	2
DW-TWABC	NODE_3690_length_20568_cov_3_304670	2
DW-TWABC	NODE_36924_length_3287_cov_5_880997	2
DW-TWABC	NODE_3707_length_20492_cov_5_926378	2
DW-TWABC	NODE_3731_length_20390_cov_3_203220	2
DW-TWABC	NODE_37383_length_3258_cov_2_874882	2
DW-TWABC	NODE_37778_length_3234_cov_12_068103	2
DW-TWABC	NODE_38156_length_3213_cov_2_303253	2
DW-TWABC	NODE_38637_length_3182_cov_1_815459	2
DW-TWABC	NODE_3889_length_19698_cov_4_226237	2
DW-TWABC	NODE_3958_length_19370_cov_2_874981	2
DW-TWABC	NODE_3960_length_19363_cov_4_407601	2
DW-TWABC	NODE_4021_length_19116_cov_15_397395	2
DW-TWABC	NODE_4049_length_19038_cov_10_957175	2
DW-TWABC	NODE_4055_length_19016_cov_2_738107	2
DW-TWABC	NODE_40764_length_3059_cov_1_659960	2
DW-TWABC	NODE_40897_length_3052_cov_53_975798	2
DW-TWABC	NODE_40958_length_3049_cov_11_758075	2
DW-TWABC	NODE_41114_length_3041_cov_2_148785	2
DW-TWABC	NODE_4130_length_18693_cov_593_697465	2
DW-TWABC	NODE_41560_length_3019_cov_3_380693	2
DW-TWABC	NODE_4182_length_18435_cov_3_122671	2
DW-TWABC	NODE_4194_length_18384_cov_5_298465	2
DW-TWABC	NODE_420_length_98045_cov_8_293974	2
DW-TWABC	NODE_4280_length_18096_cov_4_162440	2
DW-TWABC	NODE_4398_length_17692_cov_3_910360	2
DW-TWABC	NODE_4428_length_17604_cov_2_727963	2
DW-TWABC	NODE_4479_length_17418_cov_5_093709	2
DW-TWABC	NODE_4510_length_17341_cov_8_841520	2
DW-TWABC	NODE_4533_length_17277_cov_2_686977	2
DW-TWABC	NODE_4590_length_17136_cov_4_217129	2
DW-TWABC	NODE_4618_length_17055_cov_2_600660	2
DW-TWABC	NODE_4620_length_17048_cov_4_600790	2
DW-TWABC	NODE_4694_length_16787_cov_2_105266	2
DW-TWABC	NODE_4773_length_16551_cov_9_596212	2
DW-TWABC	NODE_4774_length_16550_cov_29_963091	2
DW-TWABC	NODE_4798_length_16497_cov_2_211023	2
DW-TWABC	NODE_4910_length_16209_cov_3_271262	2
DW-TWABC	NODE_4927_length_16170_cov_2_095570	2
DW-TWABC	NODE_4952_length_16117_cov_7_367519	2
DW-TWABC	NODE_5009_length_15967_cov_2_769792	2
DW-TWABC	NODE_5099_length_15722_cov_5_190540	2
DW-TWABC	NODE_5205_length_15459_cov_4_146470	2
DW-TWABC	NODE_5334_length_15180_cov_2_388598	2
DW-TWABC	NODE_5339_length_15165_cov_8_808921	2
DW-TWABC	NODE_5357_length_15112_cov_2_947256	2
DW-TWABC	NODE_5383_length_15046_cov_22_315786	2
DW-TWABC	NODE_5440_length_14919_cov_6_403315	2
DW-TWABC	NODE_5493_length_14813_cov_29_227742	2
DW-TWABC	NODE_5723_length_14344_cov_2_653816	2
DW-TWABC	NODE_5733_length_14324_cov_3_051941	2
DW-TWABC	NODE_5828_length_14130_cov_3_972461	2
DW-TWABC	NODE_5967_length_13877_cov_3_215435	2
DW-TWABC	NODE_6013_length_13807_cov_3_796286	2
DW-TWABC	NODE_6036_length_13763_cov_5_311852	2
DW-TWABC	NODE_6115_length_13606_cov_5_270900	2
DW-TWABC	NODE_6128_length_13587_cov_5_094819	2
DW-TWABC	NODE_6187_length_13497_cov_11_865052	2
DW-TWABC	NODE_6304_length_13304_cov_2_294171	2
DW-TWABC	NODE_6381_length_13182_cov_1_752690	2
DW-TWABC	NODE_6403_length_13142_cov_3_540605	2
DW-TWABC	NODE_641_length_74578_cov_8_083247	2
DW-TWABC	NODE_6492_length_12991_cov_1_888183	2
DW-TWABC	NODE_6551_length_12887_cov_3_036378	2
DW-TWABC	NODE_6674_length_12677_cov_5_624683	2
DW-TWABC	NODE_6884_length_12320_cov_2_312342	2
DW-TWABC	NODE_695_length_70935_cov_14_333159-circula	2
DW-TWABC	NODE_706_length_69861_cov_7_471770	2
DW-TWABC	NODE_7195_length_11876_cov_2_179931	2
DW-TWABC	NODE_7359_length_11643_cov_3_398669	2
DW-TWABC	NODE_7415_length_11566_cov_2_402646	2
DW-TWABC	NODE_747_length_67047_cov_17_004733-circula	2
DW-TWABC	NODE_7575_length_11356_cov_13_043355	2
DW-TWABC	NODE_7585_length_11349_cov_1_912970	2
DW-TWABC	NODE_7671_length_11252_cov_2_229530	2
DW-TWABC	NODE_7917_length_10954_cov_27_234991	2
DW-TWABC	NODE_7932_length_10946_cov_2_440795	2
DW-TWABC	NODE_7998_length_10864_cov_16_419672	2
DW-TWABC	NODE_8001_length_10860_cov_2_654734	2
DW-TWABC	NODE_8030_length_10828_cov_9_772486	2
DW-TWABC	NODE_8047_length_10810_cov_2_542253	2
DW-TWABC	NODE_8134_length_10704_cov_1_986261	2
DW-TWABC	NODE_8237_length_10576_cov_8_144490	2
DW-TWABC	NODE_8243_length_10572_cov_4_866413	2
DW-TWABC	NODE_8343_length_10442_cov_3_181187	2
DW-TWABC	NODE_8363_length_10418_cov_2_711246	2
DW-TWABC	NODE_844_length_61865_cov_3_584563	2
DW-TWABC	NODE_8490_length_10281_cov_2_263328	2
DW-TWABC	NODE_8528_length_10246_cov_1_993018	2
DW-TWABC	NODE_8625_length_10149_cov_2_447081	2
DW-TWABC	NODE_8629_length_10144_cov_4_714910	2
DW-TWABC	NODE_863_length_60975_cov_4_565421	2
DW-TWABC	NODE_8666_length_10109_cov_4_106360	2
DW-TWABC	NODE_8690_length_10083_cov_7_684589	2
DW-TWABC	NODE_8705_length_10072_cov_4_231716	2
DW-TWABC	NODE_8864_length_9903_cov_12_165378	2
DW-TWABC	NODE_8942_length_9825_cov_2_393311	2
DW-TWABC	NODE_9166_length_9632_cov_4_967242	2
DW-TWABC	NODE_9221_length_9594_cov_1_843753	2
DW-TWABC	NODE_9238_length_9574_cov_6_309993	2
DW-TWABC	NODE_9351_length_9476_cov_4_485264	2
DW-TWABC	NODE_9404_length_9430_cov_1_698492	2
DW-TWABC	NODE_9531_length_9310_cov_7_795516	2
DW-TWABC	NODE_9580_length_9268_cov_2_783157	2
DW-TWABC	NODE_958_length_56775_cov_3_541395	2
DW-TWABC	NODE_963_length_56543_cov_11_891315-circula	2
DW-TWABC	NODE_9679_length_9188_cov_2_046427	2
DW-TWABC	NODE_9766_length_9114_cov_3_700232	2
DW-TWABC	NODE_987_length_55655_cov_3_680773	2
DW-TWABC	NODE_988_length_55643_cov_6_653295-circula	2
DW-TWABC	NODE_9997_length_8950_cov_1_874789	2
DW-TWABC	NODE_10008_length_8942_cov_3_885618	3
DW-TWABC	NODE_10029_length_8928_cov_3_292170	3
DW-TWABC	NODE_10050_length_8914_cov_2_548602	3
DW-TWABC	NODE_10065_length_8906_cov_18_851512	3
DW-TWABC	NODE_10177_length_8829_cov_1_888368	3
DW-TWABC	NODE_1018_length_54048_cov_5_205722	3
DW-TWABC	NODE_10463_length_8625_cov_2_177351	3
DW-TWABC	NODE_10466_length_8624_cov_3_329589	3
DW-TWABC	NODE_10471_length_8623_cov_2_796630	3
DW-TWABC	NODE_10741_length_8459_cov_4_409926	3
DW-TWABC	NODE_10768_length_8438_cov_2_538572	3
DW-TWABC	NODE_10773_length_8436_cov_3_286159	3
DW-TWABC	NODE_10801_length_8413_cov_2_047505	3
DW-TWABC	NODE_10816_length_8405_cov_17_076009	3
DW-TWABC	NODE_10840_length_8391_cov_4_698220	3
DW-TWABC	NODE_10909_length_8350_cov_2_116040	3
DW-TWABC	NODE_10968_length_8320_cov_2_848841	3
DW-TWABC	NODE_11059_length_8266_cov_2_871047	3
DW-TWABC	NODE_11077_length_8253_cov_1_997187	3
DW-TWABC	NODE_11096_length_8242_cov_2_234048-circula	3
DW-TWABC	NODE_11275_length_8134_cov_4_421373	3
DW-TWABC	NODE_11276_length_8134_cov_2_861115	3
DW-TWABC	NODE_11569_length_7982_cov_8_470715	3
DW-TWABC	NODE_1175_length_48801_cov_12_388207	3
DW-TWABC	NODE_11829_length_7834_cov_2_239912	3
DW-TWABC	NODE_11886_length_7800_cov_2_133368	3
DW-TWABC	NODE_11951_length_7768_cov_3_514237	3
DW-TWABC	NODE_11968_length_7761_cov_2_330036	3
DW-TWABC	NODE_12091_length_7697_cov_1_546325	3
DW-TWABC	NODE_12162_length_7665_cov_1_712836	3
DW-TWABC	NODE_1219_length_47750_cov_33_259266	3
DW-TWABC	NODE_12368_length_7554_cov_2_984352	3
DW-TWABC	NODE_12587_length_7446_cov_1_835120	3
DW-TWABC	NODE_12679_length_7402_cov_7_745939	3
DW-TWABC	NODE_12877_length_7313_cov_3_557490	3
DW-TWABC	NODE_1291_length_45911_cov_3_887813	3
DW-TWABC	NODE_13008_length_7253_cov_1_666667	3
DW-TWABC	NODE_13060_length_7226_cov_1_939292	3
DW-TWABC	NODE_13245_length_7147_cov_3_756153	3
DW-TWABC	NODE_13286_length_7133_cov_3_032313	3
DW-TWABC	NODE_13337_length_7115_cov_12_525149	3
DW-TWABC	NODE_13355_length_7108_cov_1_887356	3
DW-TWABC	NODE_133_length_195719_cov_15_453829	3
DW-TWABC	NODE_13408_length_7079_cov_10_028992	3
DW-TWABC	NODE_1347_length_44702_cov_12_171608	3
DW-TWABC	NODE_13575_length_7008_cov_1_708411	3
DW-TWABC	NODE_13611_length_6991_cov_1_807203	3
DW-TWABC	NODE_13619_length_6989_cov_3_285012	3
DW-TWABC	NODE_13661_length_6970_cov_2_519948	3
DW-TWABC	NODE_13776_length_6920_cov_1_994447	3
DW-TWABC	NODE_13831_length_6892_cov_9_631842	3
DW-TWABC	NODE_1386_length_43793_cov_3_933205	3
DW-TWABC	NODE_14104_length_6787_cov_2_156185	3
DW-TWABC	NODE_14114_length_6784_cov_3_802594	3
DW-TWABC	NODE_14131_length_6778_cov_1_745710	3
DW-TWABC	NODE_14133_length_6777_cov_4_556119	3
DW-TWABC	NODE_14222_length_6746_cov_1_983806	3
DW-TWABC	NODE_14295_length_6718_cov_3_865532	3
DW-TWABC	NODE_14665_length_6590_cov_6_309074	3
DW-TWABC	NODE_14823_length_6531_cov_1_723737	3
DW-TWABC	NODE_14840_length_6524_cov_3_435862	3
DW-TWABC	NODE_1484_length_41623_cov_5_930511	3
DW-TWABC	NODE_15005_length_6474_cov_3_641707	3
DW-TWABC	NODE_15045_length_6461_cov_7_266604	3
DW-TWABC	NODE_15148_length_6425_cov_6_484877	3
DW-TWABC	NODE_15237_length_6400_cov_2_772576	3
DW-TWABC	NODE_15350_length_6362_cov_3_732060	3
DW-TWABC	NODE_15570_length_6296_cov_1_479981	3
DW-TWABC	NODE_15595_length_6288_cov_9_351956	3
DW-TWABC	NODE_15687_length_6262_cov_2_889895	3
DW-TWABC	NODE_15775_length_6233_cov_5_089994	3
DW-TWABC	NODE_1590_length_39781_cov_8_582158	3
DW-TWABC	NODE_1595_length_39692_cov_5_034028	3
DW-TWABC	NODE_16013_length_6160_cov_6_447477	3
DW-TWABC	NODE_16034_length_6154_cov_2_152871	3
DW-TWABC	NODE_16062_length_6145_cov_2_791529	3
DW-TWABC	NODE_16070_length_6143_cov_3_957962	3
DW-TWABC	NODE_1617_length_39410_cov_10_078052	3
DW-TWABC	NODE_16292_length_6081_cov_1_365756	3
DW-TWABC	NODE_16357_length_6064_cov_6_344079	3
DW-TWABC	NODE_16387_length_6056_cov_4_270112	3
DW-TWABC	NODE_16406_length_6052_cov_1_446192	3
DW-TWABC	NODE_16562_length_6010_cov_1_977246	3
DW-TWABC	NODE_1659_length_38777_cov_3_585039	3
DW-TWABC	NODE_16698_length_5968_cov_3_187405	3
DW-TWABC	NODE_16760_length_5950_cov_2_636642	3
DW-TWABC	NODE_1678_length_38558_cov_8_175229	3
DW-TWABC	NODE_16942_length_5898_cov_66_864628	3
DW-TWABC	NODE_16986_length_5887_cov_1_140448	3
DW-TWABC	NODE_17051_length_5869_cov_5_141575	3
DW-TWABC	NODE_17111_length_5856_cov_2_353175	3
DW-TWABC	NODE_17130_length_5851_cov_2_857464	3
DW-TWABC	NODE_1724_length_37781_cov_8_572539	3
DW-TWABC	NODE_17349_length_5786_cov_9_013487	3
DW-TWABC	NODE_1739_length_37527_cov_2_998398	3
DW-TWABC	NODE_17455_length_5757_cov_2_318838	3
DW-TWABC	NODE_1745_length_37470_cov_4_779344	3
DW-TWABC	NODE_17500_length_5744_cov_2_346568	3
DW-TWABC	NODE_17525_length_5736_cov_41_703128-circula	3
DW-TWABC	NODE_17618_length_5709_cov_6_741832	3
DW-TWABC	NODE_17925_length_5632_cov_32_037804	3
DW-TWABC	NODE_1795_length_36653_cov_2_487177	3
DW-TWABC	NODE_17996_length_5619_cov_3_528329	3
DW-TWABC	NODE_18473_length_5512_cov_2_700828	3
DW-TWABC	NODE_18635_length_5472_cov_5_514736	3
DW-TWABC	NODE_1863_length_35466_cov_8_167990	3
DW-TWABC	NODE_18641_length_5471_cov_3_492770	3
DW-TWABC	NODE_1870_length_35355_cov_10_203158	3
DW-TWABC	NODE_18903_length_5411_cov_2_751406	3
DW-TWABC	NODE_19016_length_5384_cov_7_347089	3
DW-TWABC	NODE_19069_length_5372_cov_4_877432	3
DW-TWABC	NODE_19125_length_5361_cov_7_923732	3
DW-TWABC	NODE_19208_length_5339_cov_1_793805	3
DW-TWABC	NODE_1949_length_34199_cov_8_987779	3
DW-TWABC	NODE_1964_length_33989_cov_3_617245	3
DW-TWABC	NODE_19732_length_5233_cov_2_165438	3
DW-TWABC	NODE_19740_length_5232_cov_2_737924	3
DW-TWABC	NODE_19929_length_5195_cov_1_788199	3
DW-TWABC	NODE_19963_length_5187_cov_12_184736	3
DW-TWABC	NODE_20039_length_5175_cov_2_841899	3
DW-TWABC	NODE_20057_length_5172_cov_4_582336	3
DW-TWABC	NODE_20081_length_5168_cov_1_342172	3
DW-TWABC	NODE_2022_length_33239_cov_5_781798	3
DW-TWABC	NODE_2028_length_33225_cov_3_740799	3
DW-TWABC	NODE_20557_length_5071_cov_5_217861	3
DW-TWABC	NODE_20701_length_5047_cov_9_858350	3
DW-TWABC	NODE_20833_length_5024_cov_1_711138	3
DW-TWABC	NODE_21063_length_4982_cov_2_475637	3
DW-TWABC	NODE_21075_length_4980_cov_3_820722	3
DW-TWABC	NODE_21149_length_4964_cov_1_326990	3
DW-TWABC	NODE_21151_length_4963_cov_3_619935	3
DW-TWABC	NODE_21333_length_4931_cov_3_144417	3
DW-TWABC	NODE_21446_length_4911_cov_4_564129	3
DW-TWABC	NODE_21523_length_4897_cov_1_731120	3
DW-TWABC	NODE_21632_length_4879_cov_1_580591	3
DW-TWABC	NODE_22055_length_4806_cov_2_477268	3
DW-TWABC	NODE_2218_length_31185_cov_7_987045	3
DW-TWABC	NODE_2235_length_30966_cov_11_613843	3
DW-TWABC	NODE_22417_length_4747_cov_1_309850	3
DW-TWABC	NODE_22492_length_4735_cov_4_240447	3
DW-TWABC	NODE_225_length_144786_cov_9_911021	3
DW-TWABC	NODE_22827_length_4682_cov_3_710749	3
DW-TWABC	NODE_22903_length_4669_cov_2_846254	3
DW-TWABC	NODE_23076_length_4642_cov_2_621687	3
DW-TWABC	NODE_23255_length_4613_cov_1_612213	3
DW-TWABC	NODE_2340_length_29917_cov_8_007976	3
DW-TWABC	NODE_23489_length_4578_cov_1_901577	3
DW-TWABC	NODE_23601_length_4563_cov_1_765493	3
DW-TWABC	NODE_23814_length_4535_cov_2_236653	3
DW-TWABC	NODE_24309_length_4460_cov_1_251426	3
DW-TWABC	NODE_2435_length_29051_cov_8_908401	3
DW-TWABC	NODE_246_length_134619_cov_10_913663	3
DW-TWABC	NODE_24877_length_4379_cov_1_549279	3
DW-TWABC	NODE_24882_length_4378_cov_9_361544	3
DW-TWABC	NODE_249_length_134112_cov_6_956549	3
DW-TWABC	NODE_25031_length_4362_cov_2_130455	3
DW-TWABC	NODE_25048_length_4361_cov_1_692344	3
DW-TWABC	NODE_25141_length_4349_cov_3_040028	3
DW-TWABC	NODE_2517_length_28251_cov_2_400369	3
DW-TWABC	NODE_25196_length_4343_cov_4_225738	3
DW-TWABC	NODE_25394_length_4317_cov_1_640094	3
DW-TWABC	NODE_25495_length_4304_cov_6_311095	3
DW-TWABC	NODE_2564_length_27748_cov_2_526219	3
DW-TWABC	NODE_25683_length_4281_cov_1_880352	3
DW-TWABC	NODE_25692_length_4280_cov_3_266000	3
DW-TWABC	NODE_25728_length_4276_cov_1_894261	3
DW-TWABC	NODE_2587_length_27582_cov_8_084821	3
DW-TWABC	NODE_26043_length_4235_cov_2_803992	3
DW-TWABC	NODE_26083_length_4230_cov_2_066458	3
DW-TWABC	NODE_26116_length_4225_cov_2_483124	3
DW-TWABC	NODE_2639_length_27096_cov_4_545579	3
DW-TWABC	NODE_26598_length_4166_cov_1_911225	3
DW-TWABC	NODE_26636_length_4161_cov_39_141773	3
DW-TWABC	NODE_26811_length_4143_cov_2_094688	3
DW-TWABC	NODE_2689_length_26674_cov_3_308493	3
DW-TWABC	NODE_26900_length_4133_cov_1_983481	3
DW-TWABC	NODE_27170_length_4104_cov_1_654333	3
DW-TWABC	NODE_2784_length_25916_cov_12_783196	3
DW-TWABC	NODE_27864_length_4027_cov_2_381013	3
DW-TWABC	NODE_27875_length_4026_cov_2_113446	3
DW-TWABC	NODE_27968_length_4017_cov_1_575127	3
DW-TWABC	NODE_28089_length_4006_cov_0_947060	3
DW-TWABC	NODE_28109_length_4004_cov_1_994143	3
DW-TWABC	NODE_28281_length_3988_cov_1_565329	3
DW-TWABC	NODE_28314_length_3984_cov_3_490146	3
DW-TWABC	NODE_28317_length_3984_cov_2_159457	3
DW-TWABC	NODE_28563_length_3958_cov_3_148415	3
DW-TWABC	NODE_28890_length_3925_cov_2_330042	3
DW-TWABC	NODE_28963_length_3918_cov_2_062744	3
DW-TWABC	NODE_29782_length_3841_cov_1_613443	3
DW-TWABC	NODE_297_length_121211_cov_6_685035	3
DW-TWABC	NODE_30512_length_3772_cov_3_037889	3
DW-TWABC	NODE_30637_length_3763_cov_2_087358	3
DW-TWABC	NODE_30690_length_3758_cov_1_614779	3
DW-TWABC	NODE_3093_length_23711_cov_4_539265	3
DW-TWABC	NODE_31084_length_3727_cov_2_102466	3
DW-TWABC	NODE_31155_length_3721_cov_1_843030	3
DW-TWABC	NODE_31362_length_3703_cov_2_049090	3
DW-TWABC	NODE_31403_length_3700_cov_8_136903	3
DW-TWABC	NODE_31423_length_3698_cov_3_158520	3
DW-TWABC	NODE_31500_length_3692_cov_2_825726	3
DW-TWABC	NODE_31597_length_3683_cov_2_042429	3
DW-TWABC	NODE_316_length_117305_cov_9_182337	3
DW-TWABC	NODE_31787_length_3665_cov_2_170847	3
DW-TWABC	NODE_31849_length_3660_cov_2_580240	3
DW-TWABC	NODE_31871_length_3659_cov_2_119207	3
DW-TWABC	NODE_31912_length_3656_cov_1_362671	3
DW-TWABC	NODE_3217_length_22918_cov_9_896020	3
DW-TWABC	NODE_3246_length_22785_cov_3_146380	3
DW-TWABC	NODE_32588_length_3599_cov_4_479557	3
DW-TWABC	NODE_3260_length_22716_cov_2_851804	3
DW-TWABC	NODE_32972_length_3567_cov_1_753868	3
DW-TWABC	NODE_33028_length_3561_cov_1_199483	3
DW-TWABC	NODE_3333_length_22328_cov_4_065345	3
DW-TWABC	NODE_3341_length_22293_cov_600_309957	3
DW-TWABC	NODE_3343_length_22282_cov_2_673272	3
DW-TWABC	NODE_33835_length_3500_cov_1_348817	3
DW-TWABC	NODE_33906_length_3493_cov_2_172717	3
DW-TWABC	NODE_34021_length_3484_cov_1_545348	3
DW-TWABC	NODE_34411_length_3455_cov_5_432504	3
DW-TWABC	NODE_34415_length_3455_cov_2_442274	3
DW-TWABC	NODE_34628_length_3441_cov_2_377824	3
DW-TWABC	NODE_3483_length_21533_cov_2_049264	3
DW-TWABC	NODE_34948_length_3419_cov_2_849192	3
DW-TWABC	NODE_35147_length_3404_cov_2_343252	3
DW-TWABC	NODE_3550_length_21206_cov_21_637181	3
DW-TWABC	NODE_35566_length_3376_cov_5_195817	3
DW-TWABC	NODE_36006_length_3345_cov_3_185435	3
DW-TWABC	NODE_36109_length_3339_cov_1_486205	3
DW-TWABC	NODE_3639_length_20767_cov_3_412663	3
DW-TWABC	NODE_36941_length_3286_cov_7_729511	3
DW-TWABC	NODE_37002_length_3282_cov_3_057410	3
DW-TWABC	NODE_37213_length_3270_cov_2_958033	3
DW-TWABC	NODE_37230_length_3269_cov_4_781955	3
DW-TWABC	NODE_3760_length_20277_cov_15_159059-circula	3
DW-TWABC	NODE_3777_length_20204_cov_3_326626	3
DW-TWABC	NODE_38016_length_3222_cov_1_561526	3
DW-TWABC	NODE_3814_length_20024_cov_2_195518	3
DW-TWABC	NODE_38316_length_3203_cov_4_406590	3
DW-TWABC	NODE_3879_length_19734_cov_161_191942	3
