seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
virus--NC_003038.1||full	0.840	0.027	0.840	dsDNAphage	212479	3	47.300	5.300
virus--NC_001523.1||full	0.593	0.720	0.720	ssDNA	7647	0	66.700	0.000
virus--NC_001662.1||full	0.527	0.780	0.780	ssDNA	4180	0	66.700	0.000
virus--NC_001909.1||full	1.000	0.187	1.000	dsDNAphage	30806	14	90.200	0.000
virus--NC_004775.2||full	1.000	0.127	1.000	dsDNAphage	39614	11	91.100	0.000
virus--NC_004683.1||full	1.000	0.100	1.000	dsDNAphage	56699	12	75.000	7.500
virus--NC_004305.1||full	1.000	0.227	1.000	dsDNAphage	42256	16	60.600	0.000
virus--NC_004289.1||full	0.567	0.740	0.740	ssDNA	5063	0	75.000	0.000
virus--NC_005345.2||full	0.973	0.073	0.973	dsDNAphage	48468	7	36.200	1.200
virus--NC_006565.1||full	1.000	0.120	1.000	dsDNAphage	130696	22	50.900	0.600
virus--NC_003924.1||full	0.887	0.480	0.887	dsDNAphage	8196	0	50.000	0.000
virus--NC_005287.1||full	0.773	0.493	0.773	dsDNAphage	4281	0	50.000	0.000
virus--NC_004714.1||full	0.807	0.520	0.807	dsDNAphage	5190	0	50.000	0.000
virus--NC_003532.1||full	0.847	0.420	0.847	dsDNAphage	4408	0	40.000	0.000
virus--NC_006559.1||full	0.753	0.380	0.753	dsDNAphage	7803	0	50.000	0.000
virus--NC_001278.1||full	0.667	0.533	0.667	dsDNAphage	3678	0	33.300	0.000
virus--NC_007019.1||full	1.000	0.147	1.000	dsDNAphage	34655	13	92.700	0.000
virus--NC_003215.1||full	0.833	0.387	0.833	dsDNAphage	11096	0	50.000	0.000
virus--NC_007383.1||full	0.860	0.120	0.860	dsDNAphage	134094	1	72.700	3.000
virus--NC_007609.1||full	0.673	0.347	0.673	dsDNAphage	5936	0	33.300	0.000
virus--NC_007804.2||full	1.000	0.127	1.000	dsDNAphage	38983	11	92.200	0.000
virus--NC_008798.1||full	1.000	0.060	1.000	dsDNAphage	42853	19	83.600	1.500
virus--NC_007967.1||full	0.953	0.020	0.953	dsDNAphage	38134	7	41.100	3.600
virus--NC_008349.1||full	0.820	0.173	0.820	dsDNAphage	133861	1	76.000	3.300
virus--NC_008584.1||full	1.000	0.020	1.000	dsDNAphage	152151	10	53.600	2.600
virus--NC_009875.1||full	1.000	0.207	1.000	dsDNAphage	17321	8	90.000	0.000
virus--NC_009237.1||full	1.000	0.080	1.000	dsDNAphage	37445	14	82.700	1.900
virus--NC_009810.1||full	1.000	0.020	1.000	dsDNAphage	38826	15	75.800	3.200
virus--NC_010739.1||full	0.780	0.613	0.780	dsDNAphage	6984	0	83.300	0.000
virus--NC_011086.1||full	0.547	0.567	0.567	ssDNA	5953	0	50.000	0.000
virus--NC_011142.1||full	0.987	0.073	0.987	dsDNAphage	46642	10	57.900	1.300
virus--NC_011054.1||full	1.000	0.327	1.000	dsDNAphage	57946	16	89.700	0.000
virus--NC_011286.1||full	0.987	0.047	0.987	dsDNAphage	64135	12	68.800	2.500
virus--NC_012703.1||full	0.500	0.000	0.500	dsDNAphage	11427	0	16.700	0.000
virus--NC_011618.1||full	0.613	0.960	0.960	ssDNA	4456	0	100.000	0.000
virus--NC_013035.1||full	0.827	0.607	0.827	dsDNAphage	7182	0	83.300	0.000
virus--NC_013059.1||full	1.000	0.133	1.000	dsDNAphage	40972	8	85.700	0.000
virus--NC_014093.1||full	0.820	0.980	0.980	ssDNA	2249	0	100.000	0.000
virus--NC_014361.1||full	0.653	0.453	0.653	dsDNAphage	5033	0	33.300	0.000
virus--NC_014358.1||full	0.880	0.893	0.893	ssDNA	4829	0	100.000	0.000
virus--NC_014637.1||full	0.807	0.007	0.807	dsDNAphage	617286	3	33.600	7.500
virus--NC_014792.1||full	1.000	0.287	1.000	dsDNAphage	169284	54	92.400	0.000
virus--NC_014954.1||full	0.787	0.687	0.787	dsDNAphage	6702	0	100.000	0.000
virus--NC_015263.1||full	1.000	0.067	1.000	dsDNAphage	113711	14	53.500	0.700
virus--NC_015937.1||full	1.000	0.020	1.000	dsDNAphage	151262	10	53.300	2.700
virus--NC_015454.1||full	1.000	0.587	1.000	dsDNAphage	26656	13	97.600	0.000
virus--NC_015280.1||full	1.000	0.227	1.000	dsDNAphage	181024	34	97.200	0.000
virus--NC_017862.1||full	0.900	0.547	0.900	dsDNAphage	6786	0	100.000	0.000
virus--NC_018458.1||full	0.560	0.247	0.560	dsDNAphage	7467	0	16.700	0.000
virus--NC_018848.1||full	0.967	0.013	0.967	dsDNAphage	37609	8	39.600	1.900
virus--NC_019454.1||full	1.000	0.167	1.000	dsDNAphage	44136	8	69.100	0.000
virus--NC_019421.1||full	0.987	0.047	0.987	dsDNAphage	48394	10	68.000	2.700
virus--NC_020486.1||full	1.000	0.440	1.000	dsDNAphage	171191	36	97.500	0.000
virus--NC_020903.1||full	0.567	0.687	0.687	ssDNA	4595	0	50.000	0.000
virus--NC_020499.1||full	0.873	0.793	0.873	dsDNAphage	4858	0	100.000	0.000
virus--NC_020810.1||full	0.773	0.113	0.773	dsDNAphage	11775	0	20.000	0.000
virus--NC_020900.1||full	0.767	0.153	0.767	dsDNAphage	19328	0	14.300	0.000
virus--NC_022646.1||full	0.527	0.140	0.527	dsDNAphage	99789	0	80.000	0.000
virus--NC_022746.1||full	1.000	0.140	1.000	dsDNAphage	42803	13	90.600	0.000
virus--NC_023442.1||full	0.827	0.107	0.827	dsDNAphage	120420	1	72.900	4.200
virus--NC_023720.1||full	1.000	0.533	1.000	dsDNAphage	51551	23	92.900	0.000
virus--NC_023878.1||full	0.400	0.947	0.947	ssDNA	2874	1	50.000	0.000
virus--NC_025404.1||full	0.507	0.007	0.507	dsDNAphage	15275	0	12.500	0.000
virus--NC_025430.1||full	0.993	0.013	0.993	dsDNAphage	42219	17	74.100	3.400
virus--NC_025835.1||full	0.647	0.300	0.647	dsDNAphage	9375	0	50.000	0.000
virus--NC_026922.1||full	0.807	0.140	0.807	dsDNAphage	157486	1	61.800	4.200
virus--NC_026923.1||full	1.000	0.293	1.000	dsDNAphage	179063	35	95.700	0.000
virus--NC_027398.1||full	0.993	0.180	0.993	dsDNAphage	38725	9	87.500	0.000
virus--NC_027643.1||full	0.967	1.000	1.000	ssDNA	4464	1	80.000	0.000
virus--NC_027779.1||full	0.900	0.687	0.900	dsDNAphage	6859	0	100.000	0.000
virus--NC_028093.1||full	0.913	0.053	0.913	dsDNAphage	181975	5	73.400	2.800
virus--NC_028462.1||full	0.740	0.280	0.740	dsDNAphage	9414	0	33.300	0.000
virus--NC_028482.1||full	0.773	0.167	0.773	dsDNAphage	11564	0	20.000	0.000
virus--NC_028680.1||full	1.000	0.500	1.000	dsDNAphage	49526	21	93.900	0.000
virus--NC_030201.1||full	0.793	0.373	0.793	dsDNAphage	8378	0	50.000	0.000
virus--NC_030205.1||full	0.827	0.107	0.827	dsDNAphage	7532	0	30.000	0.000
virus--NC_030464.1||full	0.620	0.933	0.933	ssDNA	2881	1	66.700	0.000
virus--NC_031077.1||full	1.000	0.107	1.000	dsDNAphage	41657	12	81.500	0.000
virus--NC_031035.1||full	1.000	0.200	1.000	dsDNAphage	61444	10	70.500	1.100
virus--NC_031106.1||full	0.800	0.540	0.800	dsDNAphage	8012	0	50.000	0.000
virus--NC_031127.1||full	0.987	0.047	0.987	dsDNAphage	240750	47	59.500	1.100
virus--NC_031079.1||full	0.547	0.113	0.547	dsDNAphage	11654	0	16.700	0.000
virus--NC_031230.1||full	1.000	0.033	1.000	dsDNAphage	97186	14	29.800	1.700
virus--NC_031305.1||full	0.640	0.247	0.640	dsDNAphage	10710	0	20.000	0.000
virus--NC_031747.1||full	0.733	0.273	0.733	dsDNAphage	6159	0	16.700	0.000
virus--NC_031913.1||full	1.000	0.053	1.000	dsDNAphage	41695	9	72.300	1.500
virus--NC_031943.1||full	1.000	0.220	1.000	dsDNAphage	39104	11	75.000	0.000
virus--NC_032187.1||full	0.813	0.720	0.813	dsDNAphage	3254	0	50.000	0.000
virus--NC_032205.1||full	0.587	0.540	0.587	dsDNAphage	8186	0	50.000	0.000
virus--NC_032532.1||full	0.607	0.373	0.607	dsDNAphage	10264	0	33.300	0.000
virus--NC_033115.1||full	0.553	0.047	0.553	dsDNAphage	10667	0	14.300	0.000
virus--NC_033158.1||full	0.927	0.273	0.927	dsDNAphage	10485	0	33.300	0.000
virus--NC_032835.1||full	0.627	0.447	0.627	dsDNAphage	3642	0	33.300	0.000
virus--NC_033248.1||full	0.693	0.453	0.693	dsDNAphage	2962	0	33.300	0.000
virus--NC_033080.1||full	0.560	0.507	0.560	dsDNAphage	7919	0	50.000	0.000
virus--NC_033027.1||full	0.607	0.073	0.607	dsDNAphage	9478	0	20.000	0.000
virus--NC_034443.1||full	0.793	0.167	0.793	dsDNAphage	11378	0	16.700	0.000
virus--NC_035450.1||full	0.820	0.147	0.820	dsDNAphage	11195	0	20.000	0.000
virus--NC_049361.1||full	1.000	0.167	1.000	dsDNAphage	30120	13	84.500	0.000
virus--NC_049367.1||full	1.000	0.233	1.000	dsDNAphage	31277	14	86.700	0.000
virus--NC_049369.1||full	1.000	0.180	1.000	dsDNAphage	28241	14	91.800	0.000
virus--NC_047766.1||full	1.000	0.160	1.000	dsDNAphage	38890	12	93.900	0.000
virus--NC_048644.1||full	0.987	0.027	0.987	dsDNAphage	43922	10	73.000	1.600
virus--NC_047826.1||full	1.000	0.200	1.000	dsDNAphage	38870	15	85.100	0.000
virus--NC_041981.1||full	1.000	0.247	1.000	dsDNAphage	176010	43	92.300	0.000
virus--NC_042006.1||full	1.000	0.553	1.000	dsDNAphage	40250	6	49.000	0.000
virus--NC_054714.1||full	1.000	0.100	1.000	dsDNAphage	164254	23	55.600	2.100
virus--NC_042315.1||full	1.000	0.460	1.000	dsDNAphage	56717	16	92.100	0.000
virus--NC_054663.1||full	1.000	0.400	1.000	dsDNAphage	49471	12	86.300	0.000
virus--NC_038235.1||full	0.533	0.073	0.533	dsDNAphage	15123	0	9.100	0.000
virus--NC_038352.1||full	0.753	1.000	1.000	ssDNA	2219	0	100.000	0.000
virus--NC_038360.1||full	0.787	0.973	0.973	ssDNA	2228	0	100.000	0.000
virus--NC_038507.1||full	0.813	0.167	0.813	dsDNAphage	102974	1	67.400	3.400
virus--NC_038532.1||full	0.507	0.980	0.980	ssDNA	5050	0	66.700	0.000
virus--NC_047879.1||full	0.993	0.133	0.993	dsDNAphage	60157	18	78.000	1.200
virus--NC_054452.1||full	1.000	0.033	1.000	dsDNAphage	43219	15	75.800	3.200
virus--NC_054782.1||full	1.000	0.527	1.000	dsDNAphage	50555	17	88.900	0.000
virus--NC_047904.1||full	0.980	0.047	0.980	dsDNAphage	41817	5	51.800	1.800
virus--NC_051693.1||full	1.000	0.247	1.000	dsDNAphage	57050	16	91.800	0.000
virus--NC_047941.1||full	1.000	0.340	1.000	dsDNAphage	40485	7	70.200	0.000
virus--NC_049384.1||full	1.000	0.153	1.000	dsDNAphage	160369	44	91.800	0.000
virus--NC_052939.1||full	0.973	0.007	0.973	dsDNAphage	17375	6	48.000	12.000
virus--NC_055751.1||full	1.000	0.020	1.000	dsDNAphage	58570	11	36.300	1.100
virus--NC_048020.1||full	1.000	0.127	1.000	dsDNAphage	52884	8	34.900	0.000
virus--NC_048678.1||full	1.000	0.087	1.000	dsDNAphage	48231	3	25.300	1.200
virus--NC_051580.1||full	0.987	0.287	0.987	dsDNAphage	69372	16	62.600	0.000
virus--NC_055761.1||full	0.993	0.160	0.993	dsDNAphage	144310	25	88.700	0.000
virus--NC_048032.1||full	1.000	0.733	1.000	dsDNAphage	14119	1	90.900	0.000
virus--NC_051676.1||full	1.000	0.487	1.000	dsDNAphage	58622	17	88.800	0.000
virus--NC_040341.1||full	0.993	1.000	1.000	ssDNA	6356	1	57.100	0.000
virus--NC_048683.1||full	1.000	0.067	1.000	dsDNAphage	59675	17	94.400	1.400
virus--NC_048107.1||full	1.000	0.513	1.000	dsDNAphage	16987	7	90.000	0.000
virus--NC_055735.1||full	1.000	0.200	1.000	dsDNAphage	70104	5	37.600	0.000
virus--NC_040382.1||full	0.547	0.993	0.993	ssDNA	3059	1	66.700	0.000
virus--NC_040399.1||full	0.520	0.480	0.520	dsDNAphage	7049	0	50.000	0.000
virus--NC_040594.1||full	0.893	0.687	0.893	dsDNAphage	8456	0	50.000	0.000
virus--NC_040616.1||full	0.780	0.153	0.780	dsDNAphage	7379	0	20.000	0.000
virus--NC_040805.1||full	0.933	0.507	0.933	dsDNAphage	7281	0	85.700	0.000
virus--NC_040573.1||full	0.473	0.500	0.500	ssDNA	4859	0	50.000	0.000
virus--NC_048159.1||full	0.993	0.207	0.993	dsDNAphage	16349	7	89.500	0.000
virus--NC_049448.1||full	0.987	0.013	0.987	dsDNAphage	39642	18	64.000	10.000
virus--NC_055137.1||full	0.733	0.187	0.733	dsDNAphage	11544	0	20.000	0.000
virus--NC_055163.1||full	0.740	0.907	0.907	ssDNA	4579	0	50.000	0.000
virus--NC_053248.1||full	1.000	0.053	1.000	dsDNAphage	61050	12	34.600	1.200
virus--NC_049468.1||full	1.000	0.047	1.000	dsDNAphage	50613	7	32.900	6.800
virus--NC_049462.1||full	1.000	0.107	1.000	dsDNAphage	157732	40	88.100	0.000
virus--NC_054790.1||full	1.000	0.273	1.000	dsDNAphage	49966	17	81.700	1.200
virus--NC_054995.1||full	1.000	0.127	1.000	dsDNAphage	20484	5	65.800	0.000
virus--NC_048827.1||full	1.000	0.020	1.000	dsDNAphage	148175	27	48.400	2.200
virus--NC_055000.1||full	0.987	0.107	0.987	dsDNAphage	21503	6	73.000	0.000
virus--NC_048876.1||full	1.000	0.360	1.000	dsDNAphage	57032	13	53.800	0.000
virus--NC_054456.1||full	1.000	0.100	1.000	dsDNAphage	40710	16	72.600	3.200
virus--NC_051705.1||full	1.000	0.507	1.000	dsDNAphage	57246	16	90.200	0.000
virus--NC_055545.1||full	0.960	0.927	0.960	dsDNAphage	3640	0	50.000	0.000
virus--NC_055603.1||full	0.887	0.187	0.887	dsDNAphage	210503	1	60.500	6.100
virus--Moniruzzaman_LP01_ERX552253_44_dc_000000000002||full	0.653	0.227	0.653	dsDNAphage	27342	0	63.000	0.000
virus--Moniruzzaman_LP01_ERX552280_25_dc_000000000002||full	0.987	0.020	0.987	dsDNAphage	17676	1	50.000	7.700
virus--Moniruzzaman_LP01_ERX552333_20_dc_000000000001||full	0.687	0.367	0.687	dsDNAphage	15327	0	63.600	0.000
virus--Moniruzzaman_LP01_ERX552336_34_dc_000000000002||full	0.720	0.347	0.720	dsDNAphage	10215	0	68.400	0.000
virus--Moniruzzaman_LP01_ERX556040_45_dc_000000000004||full	0.847	0.727	0.847	dsDNAphage	11045	0	93.800	0.000
virus--Moniruzzaman_LP01_SRX514547_24_dc_000000000004||full	0.540	0.133	0.540	dsDNAphage	10652	0	58.800	11.800
virus--Moniruzzaman_LP01_SRX802074_38_dc_000000000003||full	0.980	0.073	0.980	dsDNAphage	38360	1	59.600	5.700
virus--Moniruzzaman_LP04_ERX556017_11_dc_000000000003||full	0.660	0.107	0.660	dsDNAphage	16178	0	36.400	0.000
virus--Moniruzzaman_LP04_ERX633347_21_dc_000000000001||full	0.647	0.000	0.647	dsDNAphage	96791	0	23.100	0.000
virus--Moniruzzaman_MM01_ERX288965_16_dc_000000000013||full	0.940	0.067	0.940	dsDNAphage	29259	1	30.000	2.500
virus--Moniruzzaman_MM01_ERX289005_28_dc_000000000016||full	0.600	0.147	0.600	dsDNAphage	16266	0	60.000	6.700
virus--Moniruzzaman_MM01_ERX552256_7_dc_000000000012||full	0.880	0.087	0.880	dsDNAphage	52627	1	61.800	5.500
virus--Moniruzzaman_MM01_ERX552270_52_dc_000000000032||full	0.613	0.080	0.613	dsDNAphage	25429	0	35.700	0.000
virus--Moniruzzaman_MM01_ERX552288_39_dc_000000000004||full	0.573	0.053	0.573	dsDNAphage	57742	0	38.900	3.700
virus--Moniruzzaman_MM01_ERX552296_13_dc_000000000051||full	0.747	0.000	0.747	dsDNAphage	14784	1	30.000	0.000
virus--Moniruzzaman_MM01_ERX552302_42_dc_000000000005||full	0.533	0.160	0.533	dsDNAphage	17771	0	55.600	5.600
virus--Moniruzzaman_MM01_ERX555913_6_dc_000000000012||full	0.940	0.027	0.940	dsDNAphage	63247	2	42.900	1.600
virus--Moniruzzaman_MM01_ERX555965_56_dc_000000000004||full	0.887	0.060	0.887	dsDNAphage	18599	1	50.000	4.200
virus--Moniruzzaman_MM01_ERX555967_81_dc_000000000007||full	0.607	0.100	0.607	dsDNAphage	29199	0	69.000	3.400
virus--Moniruzzaman_MM01_ERX556003_31_dc_000000000014||full	0.700	0.480	0.700	dsDNAphage	14910	0	27.300	0.000
virus--Moniruzzaman_MM01_ERX556009_10_dc_000000000005||full	0.900	0.053	0.900	dsDNAphage	34244	1	25.000	4.500
virus--Moniruzzaman_MM01_ERX556009_10_dc_000000000016||full	0.567	0.020	0.567	dsDNAphage	17669	0	10.500	0.000
virus--Moniruzzaman_MM01_ERX556028_70_dc_000000000012||full	0.613	0.140	0.613	dsDNAphage	11647	0	61.500	0.000
virus--Moniruzzaman_MM01_ERX556054_14_dc_000000000015||full	0.880	0.067	0.880	dsDNAphage	16829	1	36.800	0.000
virus--Moniruzzaman_MM01_ERX556127_29_dc_000000000004||full	0.833	0.020	0.833	dsDNAphage	65000	1	40.000	5.000
virus--Moniruzzaman_MM01_ERX633355_15_dc_000000000003||full	0.693	0.260	0.693	dsDNAphage	19476	0	64.700	5.900
virus--Moniruzzaman_MM01_ERX943721_3_dc_000000000008||full	0.580	0.253	0.580	dsDNAphage	10727	0	63.600	0.000
virus--Moniruzzaman_MM01_SRX327520_258_dc_000000000001||full	0.913	0.087	0.913	dsDNAphage	10874	1	23.100	7.700
virus--Moniruzzaman_MM01_SRX331703_17_dc_000000000004||full	0.767	0.020	0.767	dsDNAphage	17575	1	40.000	6.700
virus--Moniruzzaman_MM01_SRX331950_15_dc_000000000010||full	0.933	0.120	0.933	dsDNAphage	24784	2	35.700	7.100
virus--Moniruzzaman_MM01_SRX474032_80_dc_000000000017||full	0.627	0.267	0.627	dsDNAphage	15472	0	70.600	0.000
virus--Moniruzzaman_MM01_SRX802073_61_dc_000000000002||full	0.947	0.073	0.947	dsDNAphage	117947	2	50.000	2.400
virus--Moniruzzaman_MM01_SRX802073_70_dc_000000000009||full	0.567	0.113	0.567	dsDNAphage	11809	0	57.100	0.000
virus--Moniruzzaman_MM01_SRX802073_139_dc_000000000001||full	0.867	0.087	0.867	dsDNAphage	89501	2	54.100	4.700
virus--Moniruzzaman_MM01_SRX802073_139_dc_000000000004||full	0.947	0.060	0.947	dsDNAphage	63896	1	38.600	1.400
virus--Moniruzzaman_MM01_SRX802077_20_dc_000000000014||full	0.653	0.060	0.653	dsDNAphage	14671	0	31.200	6.200
virus--Moniruzzaman_MM01_SRX802077_72_dc_000000000010||full	0.533	0.013	0.533	dsDNAphage	11463	0	26.700	13.400
virus--Moniruzzaman_MM05_ERX552297_60_dc_000000000011||full	0.653	0.027	0.653	dsDNAphage	18430	0	31.600	5.300
virus--Moniruzzaman_MM06_ERX555933_51_dc_000000000009||full	0.640	0.080	0.640	dsDNAphage	17506	0	22.200	0.000
virus--Moniruzzaman_MM07_SRX802143_100_dc_000000000014||full	0.853	0.047	0.853	dsDNAphage	17919	1	25.000	6.200
virus--Moniruzzaman_MM07_SRX803008_112_dc_000000000004||full	0.753	0.000	0.753	dsDNAphage	22622	1	27.800	11.200
virus--Moniruzzaman_MM09_ERX552252_49_dc_000000000009||full	0.587	0.040	0.587	dsDNAphage	19346	0	33.300	0.000
virus--Moniruzzaman_MM09_ERX552298_2_dc_000000000009||full	0.813	0.853	0.853	ssDNA	11422	0	57.100	0.000
virus--Moniruzzaman_MM09_ERX555951_28_dc_000000000026||full	0.500	0.020	0.500	dsDNAphage	14078	0	41.700	0.000
virus--Moniruzzaman_MM12_ERX552270_89_dc_000000000002||full	0.807	0.060	0.807	dsDNAphage	32377	1	12.800	0.000
virus--Moniruzzaman_MM13_SRX803008_78_dc_000000000020||full	0.747	0.013	0.747	dsDNAphage	21635	1	21.700	4.300
virus--Moniruzzaman_MM16_ERX552255_53_dc_000000000012||full	0.880	0.040	0.880	dsDNAphage	22587	1	31.000	0.000
virus--Moniruzzaman_MM18_ERX682739_20_dc_000000000012||full	0.607	0.053	0.607	dsDNAphage	12350	0	26.700	6.700
virus--Moniruzzaman_MM18_SRX310217_20_dc_000000000016||full	0.767	0.000	0.767	dsDNAphage	19235	1	30.800	23.100
virus--3300010158_____Ga0114960_10000746||full	0.907	0.133	0.907	dsDNAphage	26650	1	33.300	4.200
virus--3300006103_____Ga0007813_1000158||full	0.753	0.193	0.753	dsDNAphage	23951	0	26.900	0.000
virus--3300010885_____Ga0133913_10048336||full	0.807	0.780	0.807	dsDNAphage	11430	0	61.500	0.000
virus--3300013094_____Ga0164297_10001420||full	0.967	0.520	0.967	dsDNAphage	24920	1	45.800	0.000
virus--3300009154_____Ga0114963_10002531||full	0.640	0.460	0.640	dsDNAphage	12501	0	46.700	0.000
virus--GOV_bin_709||full	1.000	0.167	1.000	dsDNAphage	61073	2	67.200	0.000
virus--Unbinned_3458_contig-100_0||full	1.000	0.267	1.000	dsDNAphage	60717	2	64.200	0.000
virus--Unbinned_4466_contig-100_0||full	1.000	0.460	1.000	dsDNAphage	40527	7	50.700	0.000
virus--Unbinned_5213_contig-100_2||full	0.693	0.780	0.780	ssDNA	22180	0	42.300	0.000
virus--2061766007_____rumenHiSeq_NODE_1714054_len_53937_cov_3_771419||full	1.000	0.060	1.000	dsDNAphage	53624	11	57.500	1.400
virus--2061766007_____rumenHiSeq_NODE_1981898_len_96527_cov_3_147710||full	0.987	0.007	0.987	dsDNAphage	96399	5	15.600	1.800
virus--2061766007_____rumenHiSeq_NODE_3629413_len_48533_cov_2_881565||full	1.000	0.313	1.000	dsDNAphage	48582	11	74.400	1.300
virus--2061766007_____rumenHiSeq_NODE_3677631_len_90956_cov_6_347069||full	0.933	0.000	0.933	dsDNAphage	91002	2	27.000	5.200
virus--2061766007_____rumenHiSeq_NODE_4218209_len_45902_cov_1_559170||full	0.940	0.053	0.940	dsDNAphage	45749	5	24.300	0.000
virus--2061766007_____rumenHiSeq_NODE_4376753_len_46053_cov_4_127983||full	0.993	0.007	0.993	dsDNAphage	45811	9	36.400	3.900
virus--2162886013_____SwBSRL2_contig_490473||full	1.000	0.047	1.000	dsDNAphage	44107	2	18.700	2.700
virus--2228664021_____ICCgaii200_c1063203||full	1.000	0.000	1.000	dsDNAphage	35088	6	38.600	8.800
virus--3300000439_____TBL_comb48_EPIDRAFT_1000122||full	1.000	0.253	1.000	dsDNAphage	31391	12	82.700	1.900
virus--3300000568_____Draft_10016856||full	0.973	0.007	0.973	dsDNAphage	40564	10	50.000	4.700
virus--3300001035_____JGI11692J13181_100086||full	0.987	0.007	0.987	dsDNAphage	43129	10	47.200	13.200
virus--3300001344_____JGI20152J14361_10000253||full	1.000	0.167	1.000	dsDNAphage	40950	8	81.200	0.000
virus--3300001517_____rank42_1000728||full	1.000	0.293	1.000	dsDNAphage	34664	2	23.900	0.000
virus--3300001530_____rank10_10072054||full	0.993	0.020	0.993	dsDNAphage	31345	1	20.000	5.800
virus--3300001567_____Draft_10000759||full	0.993	0.067	0.993	dsDNAphage	51802	12	43.400	1.200
virus--3300001580_____Draft_10000222||full	1.000	0.047	1.000	dsDNAphage	59414	1	43.400	1.000
virus--3300001605_____Draft_10000217||full	0.913	0.000	0.913	dsDNAphage	79613	4	28.600	14.300
virus--3300001605_____Draft_10001091||full	1.000	0.347	1.000	dsDNAphage	36814	15	50.800	0.000
virus--3300001683_____GBIDBA_10001939||full	1.000	0.280	1.000	dsDNAphage	34299	9	69.100	0.000
virus--3300001715_____JGI24517J20059_1000035||full	1.000	0.313	1.000	dsDNAphage	102907	20	50.600	0.000
virus--3300001781_____Deep_1000335||full	1.000	0.000	1.000	dsDNAphage	37954	8	43.100	11.800
virus--3300001919_____EFB_1000451||full	0.993	0.320	0.993	dsDNAphage	45513	2	84.300	0.000
virus--3300002092_____JGI24218J26658_1000238||full	1.000	0.067	1.000	dsDNAphage	34806	4	33.300	0.000
virus--3300002093_____C687J26627_1000009||full	0.993	0.007	0.993	dsDNAphage	206247	13	34.400	3.700
virus--3300002101_____JGI24146J26653_1000170||full	1.000	0.013	1.000	dsDNAphage	49408	8	59.500	5.100
virus--3300002225_____JGI24723J26617_10000032||full	0.993	0.200	0.993	dsDNAphage	64561	16	54.400	0.000
virus--3300002245_____JGIcombinedJ26739_100000007||full	1.000	0.007	1.000	dsDNAphage	52674	3	35.100	4.100
virus--3300002408_____B570J29032_109959578||full	0.980	0.007	0.980	dsDNAphage	34503	3	21.700	5.000
virus--3300002448_____JGIcombinedJ30088_10000327||full	0.987	0.007	0.987	dsDNAphage	52071	6	22.500	1.400
virus--3300002488_____JGI25128J35275_1000019||full	1.000	0.320	1.000	dsDNAphage	46735	1	39.700	0.000
virus--3300002514_____JGI25133J35611_10000106||full	0.993	0.087	0.993	dsDNAphage	43807	8	51.800	0.000
virus--3300002530_____C687J35503_10000001||full	1.000	0.027	1.000	dsDNAphage	37830	4	30.200	0.000
virus--3300002544_____JGI25319J35699_1000206||full	1.000	0.213	1.000	dsDNAphage	43561	4	35.400	0.000
virus--3300002546_____JGI25318J35512_1000142||full	0.993	0.007	0.993	dsDNAphage	51247	5	40.700	3.500
virus--3300002569_____JGI24136J36422_10000004||full	1.000	0.053	1.000	dsDNAphage	40755	9	34.900	1.600
virus--3300002702_____draft_10002778||full	0.793	0.047	0.793	dsDNAphage	27421	0	34.600	0.000
virus--3300002704_____JGI25155J39150_1000118||full	1.000	0.007	1.000	dsDNAphage	38055	20	66.700	7.800
virus--3300002835_____B570J40625_100001984||full	1.000	0.120	1.000	dsDNAphage	36745	4	60.000	1.800
virus--3300002839_____JGIcombinedJ43158_10000327||full	1.000	0.040	1.000	dsDNAphage	41705	13	65.000	1.700
virus--3300003366_____JGI25321J50212_10000670||full	0.987	0.000	0.987	dsDNAphage	34951	6	47.100	7.800
virus--3300003410_____JGI26086J50260_1000017||full	1.000	0.000	1.000	dsDNAphage	114401	4	45.900	3.300
virus--3300003489_____JGI26540J51217_10000479||full	1.000	0.013	1.000	dsDNAphage	46782	8	55.100	7.700
virus--3300003783_____Ga0007850_1000002||full	1.000	0.600	1.000	dsDNAphage	46649	8	48.600	0.000
virus--3300003796_____Ga0007865_1000002||full	0.993	0.160	0.993	dsDNAphage	39615	4	31.200	0.000
virus--3300003813_____Ga0007879_1000033||full	0.993	0.027	0.993	dsDNAphage	46542	3	46.400	3.600
virus--3300004151_____Ga0066602_10000002||full	0.967	0.000	0.967	dsDNAphage	286373	16	26.500	2.600
virus--3300005086_____Ga0072334_10445667||full	1.000	0.007	1.000	dsDNAphage	47479	5	39.100	6.200
virus--3300005102_____Ga0056909_1000324||full	0.973	0.000	0.973	dsDNAphage	54986	7	31.600	16.500
virus--3300005282_____Ga0065701_1000133||full	0.980	0.000	0.980	dsDNAphage	46419	7	44.400	13.000
virus--3300005298_____Ga0071330_1066866||full	1.000	0.007	1.000	dsDNAphage	28771	8	41.500	4.900
virus--3300005323_____Ga0074198_1001470||full	1.000	0.073	1.000	dsDNAphage	15457	4	29.200	0.000
virus--3300005337_____Ga0070682_100000191||full	1.000	0.113	1.000	dsDNAphage	46175	8	45.200	1.400
virus--3300005337_____Ga0070682_100000257||full	1.000	0.027	1.000	dsDNAphage	38405	5	52.600	1.800
