seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
NC_009803.1||full	1.000	0.053	1.000	dsDNAphage	84160	5	41.800	0.900
NC_009819.1||full	0.993	0.013	0.993	dsDNAphage	40356	13	81.800	1.800
NC_009815.1||full	0.987	0.173	0.987	dsDNAphage	38085	11	68.300	0.000
NC_009823.1||full	0.420	0.600	0.600	ssDNA	9442	0	50.000	0.000
NC_009878.1||full	1.000	0.553	1.000	dsDNAphage	51249	23	96.500	0.000
NC_009888.1||full	0.613	0.227	0.613	dsDNAphage	144237	0	69.100	3.700
NC_009899.1||full	0.907	0.067	0.907	dsDNAphage	342829	3	67.400	3.900
NC_009965.1||full	0.987	0.053	0.987	dsDNAphage	21845	7	71.000	3.200
NC_010106.1||full	1.000	0.107	1.000	dsDNAphage	52321	11	80.800	1.400
NC_010116.1||full	1.000	0.067	1.000	dsDNAphage	58596	22	84.600	2.600
NC_010152.1||full	0.993	0.313	0.993	dsDNAphage	38762	9	95.200	0.000
NC_010179.2||full	1.000	0.060	1.000	dsDNAphage	40874	9	74.200	3.000
NC_009031.1||full	0.807	0.987	0.987	ssDNA	2473	0	100.000	0.000
NC_009233.1||full	0.807	0.033	0.807	dsDNAphage	186127	1	53.200	3.500
NC_009236.1||full	1.000	0.053	1.000	dsDNAphage	36609	21	79.600	4.100
NC_009354.1||full	0.640	0.993	0.993	ssDNA	2460	0	75.000	0.000
NC_009503.1||full	0.840	0.127	0.840	dsDNAphage	124047	1	69.500	4.700
NC_009526.1||full	1.000	0.167	1.000	dsDNAphage	43575	19	86.600	0.000
NC_009528.2||full	0.860	0.173	0.860	dsDNAphage	11729	0	20.000	0.000
NC_009541.1||full	1.000	0.620	1.000	dsDNAphage	27276	13	100.000	0.000
NC_009540.1||full	1.000	0.480	1.000	dsDNAphage	49119	15	81.700	0.000
NC_009547.1||full	0.693	0.980	0.980	ssDNA	2621	0	100.000	0.000
NC_009553.1||full	0.813	0.987	0.987	ssDNA	2308	0	100.000	0.000
NC_009597.1||full	0.973	0.013	0.973	dsDNAphage	17987	1	13.600	0.000
NC_009606.1||full	0.873	1.000	1.000	ssDNA	2050	0	100.000	0.000
NC_009605.1||full	0.387	1.000	1.000	ssDNA	2076	0	66.700	0.000
NC_009640.1||full	0.820	0.107	0.820	dsDNAphage	14970	0	12.500	0.000
NC_009756.1||full	0.640	0.280	0.640	dsDNAphage	4183	0	25.000	0.000
NC_009804.1||full	1.000	0.047	1.000	dsDNAphage	83278	5	41.100	0.900
NC_009820.1||full	1.000	0.453	1.000	dsDNAphage	58583	18	94.300	0.000
NC_009812.1||full	1.000	0.167	1.000	dsDNAphage	42608	12	86.200	0.000
NC_009875.1||full	1.000	0.207	1.000	dsDNAphage	17321	8	90.000	0.000
NC_009904.1||full	1.000	0.073	1.000	dsDNAphage	141661	27	48.600	0.500
NC_009987.1||full	0.747	0.080	0.747	dsDNAphage	7623	0	63.600	0.000
NC_009989.1||full	0.813	0.520	0.813	dsDNAphage	26933	0	91.700	0.000
NC_009993.2||full	1.000	0.147	1.000	dsDNAphage	53543	13	51.900	1.200
NC_010105.1||full	0.987	0.347	0.987	dsDNAphage	170509	49	92.700	0.000
NC_010147.1||full	1.000	0.180	1.000	dsDNAphage	42914	21	94.100	0.000
NC_010153.1||full	0.993	0.307	0.993	dsDNAphage	36173	8	96.500	0.000
NC_009986.1||full	1.000	0.473	1.000	dsDNAphage	15102	3	88.500	0.000
NC_010107.1||full	0.740	0.740	0.740	dsDNAphage	6478	0	75.000	0.000
NC_010154.1||full	0.993	0.413	0.993	dsDNAphage	37694	9	98.300	0.000
NC_010191.2||full	0.960	0.073	0.960	dsDNAphage	185645	5	73.700	3.000
NC_010238.1||full	0.567	1.000	1.000	ssDNA	2754	0	75.000	0.000
NC_010275.2||full	1.000	0.000	1.000	dsDNAphage	32188	11	68.200	4.500
NC_010306.1||full	0.593	0.153	0.593	dsDNAphage	25595	0	25.000	0.000
NC_010317.1||full	0.853	0.993	0.993	ssDNA	895	0	50.000	0.000
NC_010314.1||full	0.767	0.980	0.980	ssDNA	854	0	50.000	0.000
NC_010319.1||full	0.693	1.000	1.000	ssDNA	1005	1	50.000	0.000
NC_010316.1||full	0.853	0.993	0.993	ssDNA	863	0	50.000	0.000
NC_010327.1||full	0.707	0.013	0.707	dsDNAphage	30494	0	12.500	0.000
NC_010352.1||full	0.787	0.980	0.980	ssDNA	2612	0	100.000	0.000
NC_010355.1||full	1.000	0.033	1.000	dsDNAphage	62006	11	35.700	3.600
NC_010363.1||full	1.000	0.047	1.000	dsDNAphage	17555	5	56.000	4.000
NC_010440.1||full	0.793	0.987	0.987	ssDNA	2632	0	80.000	0.000
NC_010237.1||full	0.993	0.027	0.993	dsDNAphage	62768	8	72.000	4.300
NC_010583.1||full	1.000	0.153	1.000	dsDNAphage	111157	18	89.000	0.000
NC_010738.1||full	0.700	0.140	0.700	dsDNAphage	8286	0	50.000	0.000
NC_008856.1||full	0.767	1.000	1.000	ssDNA	1191	0	100.000	0.000
NC_008859.1||full	0.767	0.953	0.953	ssDNA	663	0	50.000	0.000
NC_008934.1||full	0.527	0.867	0.867	ssDNA	1748	0	50.000	0.000
NC_008863.1||full	0.473	0.933	0.933	ssDNA	1296	0	50.000	0.000
NC_008864.1||full	0.480	0.973	0.973	ssDNA	1511	0	50.000	0.000
NC_008867.1||full	0.600	0.973	0.973	ssDNA	1964	0	50.000	0.000
NC_008870.1||full	0.340	1.000	1.000	ssDNA	1141	0	50.000	0.000
NC_008871.1||full	0.647	1.000	1.000	ssDNA	919	0	50.000	0.000
NC_008881.1||full	0.693	0.900	0.900	ssDNA	1535	0	33.300	0.000
NC_008883.1||full	0.653	0.967	0.967	ssDNA	938	0	50.000	0.000
NC_008886.1||full	0.460	0.767	0.767	ssDNA	1738	0	33.300	0.000
NC_008887.1||full	0.340	0.800	0.800	ssDNA	1508	0	50.000	0.000
NC_008889.1||full	0.400	0.760	0.760	ssDNA	2586	0	33.300	0.000
NC_008890.1||full	0.927	0.987	0.987	ssDNA	610	0	100.000	0.000
NC_008891.1||full	0.207	0.913	0.913	ssDNA	1083	0	50.000	0.000
NC_008897.1||full	0.553	0.993	0.993	ssDNA	1391	0	50.000	0.000
NC_008904.1||full	0.487	0.700	0.700	ssDNA	2084	0	25.000	0.000
NC_008905.1||full	0.567	0.947	0.947	ssDNA	2142	0	50.000	0.000
NC_008853.1||full	0.747	0.987	0.987	ssDNA	2132	0	33.300	0.000
NC_008915.1||full	0.773	0.993	0.993	ssDNA	2543	0	50.000	0.000
NC_008917.1||full	0.560	0.593	0.593	ssDNA	3082	0	33.300	0.000
NC_008906.1||full	0.233	0.687	0.687	ssDNA	2291	0	33.300	0.000
NC_008924.1||full	0.667	0.813	0.813	ssDNA	3728	0	100.000	0.000
NC_008908.1||full	0.867	0.900	0.900	ssDNA	567	0	50.000	0.000
NC_008910.1||full	0.600	0.727	0.727	ssDNA	2964	0	50.000	0.000
NC_008912.1||full	0.287	0.693	0.693	ssDNA	1713	0	25.000	0.000
NC_008927.1||full	0.653	0.840	0.840	ssDNA	2482	0	100.000	0.000
NC_008928.1||full	0.680	0.840	0.840	ssDNA	4339	0	60.000	0.000
NC_008930.1||full	0.480	0.600	0.600	ssDNA	3619	0	33.300	0.000
NC_008931.1||full	0.247	0.907	0.907	ssDNA	1854	0	33.300	0.000
NC_008932.1||full	0.760	0.307	0.760	dsDNAphage	5154	0	25.000	0.000
NC_009013.1||full	0.573	0.333	0.573	dsDNAphage	7702	0	50.000	0.000
NC_009015.1||full	1.000	0.173	1.000	dsDNAphage	72267	25	55.300	0.900
NC_009088.1||full	0.547	0.993	0.993	ssDNA	2283	0	100.000	0.000
NC_009224.1||full	0.653	0.487	0.653	dsDNAphage	4907	0	50.000	0.000
NC_009238.1||full	0.433	0.640	0.640	ssDNA	4488	0	50.000	0.000
NC_009237.1||full	1.000	0.080	1.000	dsDNAphage	37445	14	82.700	1.900
NC_009382.1||full	1.000	0.047	1.000	dsDNAphage	38210	21	70.400	9.300
NC_009451.1||full	0.627	0.933	0.933	ssDNA	2486	0	100.000	0.000
NC_009533.1||full	0.880	0.493	0.880	dsDNAphage	4251	0	40.000	0.000
NC_009543.1||full	1.000	0.140	1.000	dsDNAphage	44408	10	83.100	0.000
NC_009545.1||full	0.840	0.973	0.973	ssDNA	2696	0	80.000	0.000
NC_009549.1||full	0.853	0.960	0.960	ssDNA	2594	0	100.000	0.000
NC_009554.1||full	1.000	0.433	1.000	dsDNAphage	34659	23	83.300	0.000
NC_009604.1||full	1.000	0.253	1.000	dsDNAphage	47352	15	80.900	0.000
NC_009644.1||full	0.520	1.000	1.000	ssDNA	2320	0	100.000	0.000
NC_009646.1||full	0.580	0.967	0.967	ssDNA	1900	0	66.700	0.000
NC_009737.2||full	1.000	0.100	1.000	dsDNAphage	34858	11	74.500	5.900
NC_009762.3||full	0.993	0.073	0.993	dsDNAphage	46890	12	88.400	1.400
NC_009817.1||full	1.000	0.060	1.000	dsDNAphage	78999	6	37.700	1.600
NC_009810.1||full	1.000	0.020	1.000	dsDNAphage	38826	15	75.800	3.200
NC_009814.1||full	1.000	0.513	1.000	dsDNAphage	35298	11	64.300	0.000
NC_009877.1||full	1.000	0.473	1.000	dsDNAphage	50677	23	95.400	0.000
NC_009884.1||full	0.813	0.287	0.813	dsDNAphage	28976	0	49.000	0.000
NC_009898.1||full	0.887	0.073	0.887	dsDNAphage	366969	3	68.000	3.600
NC_009951.1||full	0.633	0.440	0.633	dsDNAphage	5074	0	40.000	0.000
NC_009990.1||full	1.000	0.093	1.000	dsDNAphage	37209	5	85.700	0.000
NC_009447.1||full	1.000	0.120	1.000	dsDNAphage	52396	15	63.900	1.400
NC_009452.1||full	0.833	0.080	0.833	dsDNAphage	23253	0	22.200	0.000
NC_009514.1||full	0.993	0.020	0.993	dsDNAphage	46558	13	80.000	9.100
NC_009550.1||full	0.673	1.000	1.000	ssDNA	2392	0	100.000	0.000
NC_009548.1||full	0.773	0.960	0.960	ssDNA	2471	0	100.000	0.000
NC_009603.1||full	0.993	0.000	0.993	dsDNAphage	46315	8	29.900	0.000
NC_009607.1||full	0.667	0.953	0.953	ssDNA	2314	0	100.000	0.000
NC_009612.1||full	0.507	1.000	1.000	ssDNA	1892	0	100.000	0.000
NC_009643.1||full	1.000	0.360	1.000	dsDNAphage	16618	4	89.500	0.000
NC_009757.1||full	0.853	0.553	0.853	dsDNAphage	8170	0	50.000	0.000
NC_009761.3||full	1.000	0.107	1.000	dsDNAphage	42232	11	81.400	0.000
NC_009816.1||full	1.000	0.160	1.000	dsDNAphage	69238	13	52.300	0.000
NC_009821.1||full	1.000	0.280	1.000	dsDNAphage	164268	44	79.100	0.400
NC_009813.1||full	1.000	0.053	1.000	dsDNAphage	48151	9	70.100	1.300
NC_009818.1||full	1.000	0.347	1.000	dsDNAphage	36153	15	96.100	0.000
NC_010739.1||full	0.780	0.613	0.780	dsDNAphage	6984	0	83.300	0.000
NC_010797.1||full	0.780	1.000	1.000	ssDNA	2086	0	100.000	0.000
NC_010808.1||full	1.000	0.173	1.000	dsDNAphage	43950	20	88.600	0.000
NC_010946.1||full	0.807	1.000	1.000	ssDNA	2582	0	100.000	0.000
NC_010949.1||full	0.573	1.000	1.000	ssDNA	2272	0	100.000	0.000
NC_010950.1||full	0.567	1.000	1.000	ssDNA	1786	0	100.000	0.000
NC_010947.1||full	0.693	0.973	0.973	ssDNA	2516	0	75.000	0.000
NC_010833.1||full	0.653	0.993	0.993	ssDNA	2278	0	100.000	0.000
NC_010834.1||full	0.653	1.000	1.000	ssDNA	1587	0	100.000	0.000
NC_011021.1||full	1.000	0.487	1.000	dsDNAphage	50290	24	93.300	0.000
NC_011039.1||full	1.000	0.407	1.000	dsDNAphage	69848	10	85.900	0.000
NC_011051.1||full	0.813	0.420	0.813	dsDNAphage	7317	0	83.300	0.000
NC_011057.1||full	1.000	0.353	1.000	dsDNAphage	68041	16	84.200	0.000
NC_011086.1||full	0.547	0.567	0.567	ssDNA	5953	0	50.000	0.000
NC_011109.1||full	0.667	0.420	0.667	dsDNAphage	7501	0	83.300	0.000
NC_011142.1||full	0.987	0.073	0.987	dsDNAphage	46642	10	57.900	1.300
NC_011183.1||full	0.827	0.033	0.827	dsDNAphage	153479	1	48.400	3.800
NC_010246.1||full	0.727	0.520	0.727	dsDNAphage	4856	0	50.000	0.000
NC_010277.2||full	0.807	0.487	0.807	dsDNAphage	4923	0	80.000	0.000
NC_010313.1||full	0.620	1.000	1.000	ssDNA	2474	0	75.000	0.000
NC_010329.1||full	0.767	0.700	0.767	dsDNAphage	6766	0	100.000	0.000
NC_010353.1||full	0.993	0.253	0.993	dsDNAphage	35129	13	97.600	0.000
NC_010439.1||full	0.647	0.960	0.960	ssDNA	2314	0	100.000	0.000
NC_010495.1||full	1.000	0.153	1.000	dsDNAphage	44835	11	67.600	1.400
NC_010711.1||full	0.493	0.767	0.767	ssDNA	3589	0	50.000	0.000
NC_010713.1||full	0.660	0.973	0.973	ssDNA	2495	0	100.000	0.000
NC_010714.1||full	0.360	0.947	0.947	ssDNA	2335	0	66.700	0.000
NC_010762.1||full	0.993	0.067	0.993	dsDNAphage	41721	11	71.000	1.600
NC_010799.1||full	0.873	0.993	0.993	ssDNA	2340	0	100.000	0.000
NC_010810.1||full	0.493	0.507	0.507	ssDNA	7281	0	50.000	0.000
NC_010821.1||full	1.000	0.133	1.000	dsDNAphage	316642	58	41.500	0.200
NC_010945.1||full	1.000	0.280	1.000	dsDNAphage	38967	12	83.100	0.000
NC_010840.1||full	0.553	0.920	0.920	ssDNA	2601	0	75.000	0.000
NC_010839.1||full	0.453	0.993	0.993	ssDNA	1922	0	66.700	0.000
NC_011022.1||full	1.000	0.507	1.000	dsDNAphage	50535	23	93.300	0.000
NC_011023.1||full	1.000	0.467	1.000	dsDNAphage	50798	18	94.100	0.000
NC_011041.1||full	1.000	0.087	1.000	dsDNAphage	137937	24	86.300	0.500
NC_011052.2||full	0.860	0.980	0.980	ssDNA	2618	0	100.000	0.000
NC_011055.1||full	0.993	0.467	0.993	dsDNAphage	75741	16	76.800	0.000
NC_011108.1||full	0.820	0.527	0.820	dsDNAphage	3870	0	33.300	0.000
NC_011104.1||full	1.000	0.287	1.000	dsDNAphage	39789	13	85.500	0.000
NC_011165.1||full	1.000	0.273	1.000	dsDNAphage	64427	26	97.700	0.000
NC_011181.1||full	0.667	0.993	0.993	ssDNA	2161	0	100.000	0.000
NC_011182.1||full	0.653	1.000	1.000	ssDNA	1702	0	100.000	0.000
NC_009988.1||full	0.607	0.013	0.607	dsDNAphage	26669	0	14.300	0.000
NC_010155.1||full	0.987	0.260	0.987	dsDNAphage	39970	10	95.500	0.000
NC_010226.1||full	0.913	0.967	0.967	ssDNA	7294	0	100.000	0.000
NC_010276.1||full	0.833	0.100	0.833	dsDNAphage	156178	1	63.500	2.000
NC_010307.1||full	0.707	1.000	1.000	ssDNA	2308	0	100.000	0.000
NC_010342.1||full	1.000	0.247	1.000	dsDNAphage	38973	16	71.200	0.000
NC_010435.1||full	0.607	1.000	1.000	ssDNA	2311	0	100.000	0.000
NC_010521.1||full	0.400	0.607	0.607	ssDNA	9635	0	50.000	0.000
NC_010437.1||full	0.500	0.040	0.500	dsDNAphage	27768	0	16.700	0.000
NC_010737.1||full	0.720	0.380	0.720	dsDNAphage	7067	0	83.300	0.000
NC_010791.1||full	0.847	0.980	0.980	ssDNA	2468	0	100.000	0.000
NC_010792.1||full	0.640	1.000	1.000	ssDNA	1720	0	100.000	0.000
NC_010809.1||full	0.653	0.200	0.653	dsDNAphage	5357	0	25.000	0.000
NC_010811.2||full	1.000	0.087	1.000	dsDNAphage	231234	12	40.700	1.500
NC_010818.1||full	0.573	1.000	1.000	ssDNA	2308	0	100.000	0.000
NC_010952.1||full	0.620	0.980	0.980	ssDNA	2227	0	100.000	0.000
NC_010953.1||full	0.553	0.993	0.993	ssDNA	1647	0	100.000	0.000
NC_010835.1||full	0.693	0.987	0.987	ssDNA	2408	0	75.000	0.000
NC_010836.1||full	0.347	0.993	0.993	ssDNA	2088	0	66.700	0.000
NC_011019.1||full	1.000	0.487	1.000	dsDNAphage	52921	23	94.300	0.000
NC_011046.1||full	1.000	0.387	1.000	dsDNAphage	28331	15	92.700	0.000
NC_011044.1||full	0.993	0.373	0.993	dsDNAphage	69668	17	96.800	0.000
NC_011050.1||full	0.873	0.393	0.873	dsDNAphage	8107	0	33.300	0.000
NC_011056.1||full	0.993	0.547	0.993	dsDNAphage	75240	15	78.300	0.000
NC_010417.1||full	0.773	0.993	0.993	ssDNA	2600	0	100.000	0.000
NC_010441.2||full	0.873	0.987	0.987	ssDNA	2471	0	100.000	0.000
NC_010537.1||full	0.973	0.147	0.973	dsDNAphage	40329	10	80.300	1.400
NC_010438.1||full	0.693	0.040	0.693	dsDNAphage	28265	0	14.300	0.000
NC_010576.1||full	1.000	0.200	1.000	dsDNAphage	55217	15	47.400	1.300
NC_010618.1||full	0.807	0.993	0.993	ssDNA	2594	0	100.000	0.000
NC_010732.1||full	0.513	0.220	0.513	dsDNAphage	5814	0	20.000	0.000
NC_010763.1||full	0.987	0.053	0.987	dsDNAphage	64084	12	68.800	2.500
NC_010800.1||full	0.587	0.013	0.587	dsDNAphage	26785	0	14.300	0.000
NC_010812.1||full	0.633	0.980	0.980	ssDNA	2464	0	75.000	0.000
NC_010817.1||full	0.813	0.847	0.847	ssDNA	7276	0	60.000	0.000
NC_010948.1||full	0.653	1.000	1.000	ssDNA	2284	0	100.000	0.000
NC_010951.1||full	0.660	1.000	1.000	ssDNA	1714	0	100.000	0.000
NC_010837.1||full	0.587	0.987	0.987	ssDNA	2290	0	100.000	0.000
NC_010838.1||full	0.327	0.980	0.980	ssDNA	2129	0	66.700	0.000
NC_010985.1||full	0.887	0.920	0.920	ssDNA	1690	0	100.000	0.000
NC_011020.1||full	1.000	0.553	1.000	dsDNAphage	49965	23	95.600	0.000
NC_011024.1||full	0.827	0.993	0.993	ssDNA	2465	0	100.000	0.000
NC_011048.1||full	0.993	0.073	0.993	dsDNAphage	18714	5	56.000	0.000
NC_011054.1||full	1.000	0.327	1.000	dsDNAphage	57946	16	89.700	0.000
NC_011058.1||full	0.660	0.960	0.960	ssDNA	2277	0	100.000	0.000
NC_011096.1||full	0.607	1.000	1.000	ssDNA	2311	0	100.000	0.000
NC_011107.1||full	1.000	0.120	1.000	dsDNAphage	42323	12	88.700	0.000
NC_011132.1||full	0.980	0.793	0.980	dsDNAphage	17884	2	63.600	0.000
NC_011166.1||full	1.000	0.307	1.000	dsDNAphage	66476	26	96.800	0.000
NC_011217.1||full	0.993	0.353	0.993	dsDNAphage	15297	3	85.700	0.000
NC_011273.1||full	1.000	0.073	1.000	dsDNAphage	164600	23	60.500	1.700
NC_011267.1||full	1.000	0.573	1.000	dsDNAphage	47759	22	98.800	0.000
NC_011203.1||full	0.740	0.493	0.740	dsDNAphage	34378	0	85.700	0.000
NC_011268.1||full	0.787	0.940	0.940	ssDNA	2375	0	100.000	0.000
NC_011270.1||full	0.993	0.193	0.993	dsDNAphage	154892	27	75.900	0.900
NC_011291.1||full	1.000	0.193	1.000	dsDNAphage	46852	15	91.500	0.000
NC_011288.1||full	1.000	0.173	1.000	dsDNAphage	58361	17	90.700	0.900
NC_011284.1||full	1.000	0.267	1.000	dsDNAphage	68341	17	81.400	0.000
NC_011317.1||full	0.667	0.993	0.993	ssDNA	3335	0	100.000	0.000
NC_011344.1||full	0.993	0.167	0.993	dsDNAphage	47340	13	87.700	0.000
NC_011357.1||full	1.000	0.013	1.000	dsDNAphage	62145	18	76.400	4.500
NC_011373.1||full	1.000	0.253	1.000	dsDNAphage	46712	16	68.800	0.000
NC_011530.1||full	0.893	0.447	0.893	dsDNAphage	6268	0	83.300	0.000
NC_011536.1||full	0.620	0.087	0.620	dsDNAphage	4337	0	25.000	0.000
NC_011559.1||full	0.733	0.473	0.733	dsDNAphage	5872	0	50.000	0.000
NC_011614.1||full	1.000	0.173	1.000	dsDNAphage	41487	21	95.200	0.000
NC_011619.1||full	0.707	0.840	0.840	ssDNA	4297	0	100.000	0.000
NC_011645.1||full	1.000	0.227	1.000	dsDNAphage	37369	11	67.300	0.000
NC_011703.1||full	1.000	0.307	1.000	dsDNAphage	66232	26	96.800	0.000
NC_011765.1||full	0.593	0.473	0.593	dsDNAphage	7784	0	66.700	0.000
NC_011804.1||full	0.447	0.860	0.860	ssDNA	2739	0	75.000	0.000
NC_011829.1||full	0.727	0.573	0.727	dsDNAphage	7747	0	50.000	0.000
NC_011920.1||full	0.567	0.060	0.567	dsDNAphage	8109	0	33.300	0.000
NC_012041.1||full	0.593	1.000	1.000	ssDNA	2456	0	75.000	0.000
NC_012118.1||full	0.520	0.973	0.973	ssDNA	2392	0	75.000	0.000
NC_012135.1||full	0.487	0.920	0.920	ssDNA	2805	0	50.000	0.000
NC_012210.1||full	0.520	0.007	0.520	dsDNAphage	8403	0	16.700	0.000
NC_012223.2||full	1.000	0.207	1.000	dsDNAphage	44769	16	93.500	0.000
NC_012481.1||full	0.800	1.000	1.000	ssDNA	2278	0	100.000	0.000
NC_012482.1||full	0.587	1.000	1.000	ssDNA	1698	0	100.000	0.000
NC_012492.1||full	0.527	0.987	0.987	ssDNA	2380	0	100.000	0.000
NC_012635.1||full	1.000	0.220	1.000	dsDNAphage	168383	44	96.600	0.000
NC_012662.1||full	1.000	0.187	1.000	dsDNAphage	42091	8	66.000	0.000
NC_012696.1||full	1.000	0.127	1.000	dsDNAphage	73070	6	80.800	0.000
NC_011103.1||full	1.000	0.020	1.000	dsDNAphage	60033	10	51.500	4.100
NC_011106.1||full	0.640	0.020	0.640	dsDNAphage	7373	0	20.000	0.000
NC_011135.1||full	0.640	0.993	0.993	ssDNA	2346	0	100.000	0.000
NC_011167.1||full	0.993	0.053	0.993	dsDNAphage	53042	13	68.400	3.800
NC_011187.1||full	0.500	0.700	0.700	ssDNA	3815	0	66.700	0.000
NC_011216.1||full	1.000	0.033	1.000	dsDNAphage	37271	14	62.500	10.400
NC_011272.1||full	1.000	0.193	1.000	dsDNAphage	153880	27	74.800	0.900
NC_011271.1||full	1.000	0.193	1.000	dsDNAphage	155370	27	75.200	0.900
NC_011290.1||full	1.000	0.053	1.000	dsDNAphage	64381	12	67.100	2.400
NC_011287.1||full	1.000	0.440	1.000	dsDNAphage	58445	17	94.800	0.000
NC_011309.2||full	0.880	1.000	1.000	ssDNA	2297	0	100.000	0.000
NC_011335.1||full	0.533	0.060	0.533	dsDNAphage	117911	0	26.100	4.300
NC_011398.1||full	1.000	0.093	1.000	dsDNAphage	50919	9	68.100	1.400
NC_011421.1||full	1.000	0.047	1.000	dsDNAphage	131267	27	62.500	1.600
NC_011523.1||full	0.987	0.160	0.987	dsDNAphage	13884	5	81.500	7.400
NC_011538.1||full	0.820	0.400	0.820	dsDNAphage	5950	0	50.000	0.000
NC_011542.1||full	0.520	0.033	0.520	dsDNAphage	12068	0	16.700	0.000
NC_011612.1||full	1.000	0.180	1.000	dsDNAphage	45007	12	93.700	0.000
NC_011616.1||full	0.853	0.173	0.853	dsDNAphage	148633	1	73.000	1.400
NC_011802.1||full	1.000	0.040	1.000	dsDNAphage	41884	6	82.800	1.600
NC_011809.1||full	0.347	0.727	0.727	ssDNA	2722	0	50.000	0.000
NC_011811.1||full	1.000	0.267	1.000	dsDNAphage	84502	16	72.400	0.000
NC_012027.1||full	1.000	0.353	1.000	dsDNAphage	69329	16	83.700	0.000
NC_012091.2||full	0.853	0.100	0.853	dsDNAphage	6178	0	16.700	0.000
NC_012093.1||full	0.927	0.813	0.927	dsDNAphage	2241	0	25.000	0.000
NC_012126.1||full	0.653	1.000	1.000	ssDNA	1577	0	50.000	0.000
NC_012205.1||full	0.673	0.993	0.993	ssDNA	2311	0	100.000	0.000
NC_012212.1||full	0.627	0.513	0.627	dsDNAphage	8353	0	50.000	0.000
NC_012419.1||full	1.000	0.167	1.000	dsDNAphage	21035	11	87.500	0.000
NC_012486.1||full	0.873	0.613	0.873	dsDNAphage	6945	0	100.000	0.000
NC_011286.1||full	0.987	0.047	0.987	dsDNAphage	64135	12	68.800	2.500
NC_011292.1||full	1.000	0.307	1.000	dsDNAphage	68384	9	82.400	0.000
NC_011308.1||full	1.000	0.333	1.000	dsDNAphage	35001	11	59.600	0.000
NC_011318.1||full	1.000	0.053	1.000	dsDNAphage	38673	13	58.500	1.500
NC_011346.1||full	0.520	0.947	0.947	ssDNA	2485	0	66.700	0.000
NC_011347.1||full	0.827	0.993	0.993	ssDNA	2273	0	66.700	0.000
NC_011356.1||full	1.000	0.033	1.000	dsDNAphage	54894	15	80.500	6.500
NC_001629.1||full	1.000	0.113	1.000	dsDNAphage	21789	6	69.200	0.000
NC_011583.1||full	0.913	0.900	0.913	dsDNAphage	2471	0	60.000	0.000
NC_011584.1||full	0.647	1.000	1.000	ssDNA	2310	0	40.000	0.000
NC_006967.1||full	0.633	0.227	0.633	dsDNAphage	148697	0	36.400	9.100
NC_011537.1||full	0.593	0.487	0.593	dsDNAphage	5920	0	50.000	0.000
NC_011545.2||full	0.780	0.580	0.780	dsDNAphage	5940	0	75.000	0.000
NC_011551.1||full	1.000	0.020	1.000	dsDNAphage	39303	5	78.600	2.400
NC_011589.1||full	0.987	0.007	0.987	dsDNAphage	39880	7	35.800	3.800
NC_011611.1||full	0.993	0.313	0.993	dsDNAphage	36629	15	96.100	0.000
NC_011615.1||full	0.853	0.113	0.853	dsDNAphage	154087	1	72.800	2.500
NC_011646.1||full	0.927	0.360	0.927	dsDNAphage	34952	1	50.000	0.000
NC_011704.1||full	0.773	0.473	0.773	dsDNAphage	7366	0	50.000	0.000
NC_011805.1||full	0.680	1.000	1.000	ssDNA	2311	0	100.000	0.000
NC_012120.1||full	0.633	0.940	0.940	ssDNA	2208	0	50.000	0.000
NC_011801.1||full	1.000	0.073	1.000	dsDNAphage	38795	13	51.800	0.000
NC_011976.1||full	1.000	0.140	1.000	dsDNAphage	43013	7	79.000	0.000
NC_012042.1||full	0.753	0.687	0.753	dsDNAphage	4786	0	100.000	0.000
NC_012123.1||full	0.687	0.913	0.913	ssDNA	7171	0	75.000	0.000
NC_012137.1||full	0.640	0.987	0.987	ssDNA	2305	0	100.000	0.000
NC_012553.1||full	0.613	0.993	0.993	ssDNA	2296	0	100.000	0.000
NC_012554.2||full	0.547	1.000	1.000	ssDNA	1750	0	100.000	0.000
NC_012564.1||full	0.753	0.587	0.753	dsDNAphage	4806	0	100.000	0.000
NC_012636.1||full	0.647	0.987	0.987	ssDNA	3509	0	100.000	0.000
NC_012663.1||full	1.000	0.207	1.000	dsDNAphage	58766	9	39.500	1.200
NC_012671.1||full	0.560	0.493	0.560	dsDNAphage	10574	0	50.000	0.000
NC_012697.1||full	1.000	0.120	1.000	dsDNAphage	74592	6	76.800	0.000
NC_012703.1||full	0.500	0.000	0.500	dsDNAphage	11427	0	16.700	0.000
NC_012741.1||full	1.000	0.327	1.000	dsDNAphage	171437	52	93.600	0.000
NC_012743.2||full	0.987	0.060	0.987	dsDNAphage	62657	8	83.100	2.600
NC_011201.1||full	0.993	0.240	0.993	dsDNAphage	41237	7	60.400	0.000
NC_011222.1||full	0.993	0.233	0.993	dsDNAphage	44801	9	90.200	0.000
NC_011269.2||full	0.993	0.213	0.993	dsDNAphage	154001	27	76.300	0.900
NC_011280.1||full	0.907	0.820	0.907	dsDNAphage	6730	0	100.000	0.000
NC_011285.1||full	0.987	0.073	0.987	dsDNAphage	64192	12	70.000	2.500
NC_011289.1||full	1.000	0.480	1.000	dsDNAphage	58485	15	91.300	0.000
