contig,kaiju_match_ratio,keep_score_all,keep_score_high_recall,keep_score_high_MCC
Birmingham_Maria_0003310,0.028929317029525798,-1.5,0.5,-1.5
Birmingham_Maria_0003319,0.03230631169608136,-1,1,-1
Birmingham_Maria_0003346,0.044538068010833584,-1.5,0.5,-1.5
Birmingham_Maria_0003351,0.037198795180722895,-1.5,0.5,-1.5
Birmingham_Maria_0003364,0.3585789871504157,0.5,1.5,0.5
Birmingham_Maria_0003369,0.09323444831239594,-1.5,0.5,-1.5
Birmingham_Maria_0003392,0.06890243902439025,-1.5,0.5,-1.5
Birmingham_Maria_0003393,0.06753048780487805,-1,1,-1
Birmingham_Maria_0003402,NA,0.5,0.5,0.5
Birmingham_Maria_0003418,0.044993857493857495,-1,1,-1
Birmingham_Maria_0003448,0.07012383900928792,-1.5,0.5,-1.5
Birmingham_Maria_0003449,0.10510835913312694,-1.5,0.5,-1.5
Birmingham_Maria_0003506,0.019792648444863337,-0.5,1.5,-0.5
Birmingham_Maria_0003581,NA,2,3,2
Birmingham_Maria_0003583,NA,0,1,0
Birmingham_Maria_0003589,0.02651880424300868,-1,1,-1
Birmingham_Maria_0003590,0.01945650426113523,-1.5,0.5,-1.5
Birmingham_Maria_0003592,0.028966849050531058,1,1,1
Birmingham_Maria_0003605,NA,0,1,0
Birmingham_Maria_0003607,NA,0.5,0.5,0.5
Birmingham_Maria_0003634,0.06737012987012987,-1.5,0.5,-1.5
Birmingham_Maria_0003644,0.11655542894351294,-1.5,0.5,-1.5
Birmingham_Maria_0003727,0.03626428216592151,-1.5,0.5,-1.5
Birmingham_Maria_0003730,0.021375310687655344,-1,1,-1
Birmingham_Maria_0003738,0.09395750332005312,-1.5,0.5,-1.5
Birmingham_Maria_0003746,0.035548172757475086,-1,1,-1
Birmingham_Maria_0003760,0.08531911348108649,-1.5,0.5,-1.5
Birmingham_Maria_0003810,0.11396873424104892,1,1,1
Birmingham_Maria_0003826,0.05367994598244429,-1,1,-1
Birmingham_Maria_0003834,0.045784760939347864,2.5,2.5,1.5
Birmingham_Maria_0003836,0.26343359242987496,-1.5,0.5,-1.5
Birmingham_Maria_0003854,0.03981026596645773,-1,1,-1
Birmingham_Maria_0003865,0.023255813953488372,-1.5,0.5,-1.5
Birmingham_Maria_0003869,NA,-1.5,0.5,-1.5
Birmingham_Maria_0003870,0.02668706442291348,1,1,1
Birmingham_Maria_0003873,0.01989457575242306,-1,1,-1
Birmingham_Maria_0003880,0.020258767449778687,-1,1,-1
Birmingham_Maria_0003888,0.02080845983285008,2,2,2
Birmingham_Maria_0003890,NA,-1,1,-1
Birmingham_Maria_0003968,0.2689046547845648,1,1,1
Birmingham_Maria_0003971,0.059037396121883655,-0.5,1.5,-0.5
Birmingham_Maria_0003974,0.01889408909689721,-1.5,0.5,-1.5
Birmingham_Maria_0003976,0.055709822978132595,-1,1,-1
Birmingham_Maria_0003993,NA,-1,1,-1
Birmingham_Maria_0004001,NA,0,1,0
Birmingham_Maria_0004021,0.020625764726446425,-1,1,-1
Birmingham_Maria_0004031,NA,1,1,1
Birmingham_Maria_0004037,NA,2.5,2.5,2.5
Birmingham_Maria_0004077,NA,-1.5,0.5,-1.5
Birmingham_Maria_0004079,0.05015009712166696,-0.5,1.5,-0.5
Birmingham_Maria_0004114,0.09573712255772647,-1.5,0.5,-1.5
Birmingham_Maria_0004130,NA,-1.5,0.5,-1.5
Birmingham_Maria_0004187,NA,0,1,0
Birmingham_Maria_0004212,NA,0,1,0
Birmingham_Maria_0004224,0.05382384922073215,-1,1,-1
Birmingham_Maria_0004308,0.025128393250183418,-1,1,-1
Birmingham_Maria_0004338,0.03518791451731761,1.5,1.5,1.5
Birmingham_Maria_0004365,0.07253886010362694,2.5,2.5,1.5
Birmingham_Maria_0004377,0.2006310319227914,-1.5,0.5,-1.5
Birmingham_Maria_0004379,0.0350974930362117,0.5,1.5,0.5
Birmingham_Maria_0004426,NA,-1,1,-1
Birmingham_Maria_0004443,NA,-1.5,0.5,-1.5
Birmingham_Maria_0004465,0.1401093720535546,-1.5,0.5,-1.5
Birmingham_Maria_0004470,NA,-1.5,0.5,-1.5
Birmingham_Maria_0004490,NA,-1.5,0.5,-1.5
Birmingham_Maria_0004591,0.02136669874879692,-1,1,-1
Birmingham_Maria_0004592,0.02598652550529355,-1.5,0.5,-1.5
Birmingham_Maria_0004594,0.11594761171032357,2,2,1.5
Birmingham_Maria_0004599,0.026808100289296047,-1.5,0.5,-1.5
Birmingham_Maria_0004603,0.030876109610189117,-1,1,-1
Birmingham_Maria_0004635,0.08076699593259733,-1,1,-1
Birmingham_Maria_0004648,0.08461090626819329,1.5,1.5,1.5
Birmingham_Maria_0004658,0.021197977440684558,-1,1,-1
Birmingham_Maria_0004674,0.04033515198752923,-1.5,0.5,-1.5
Birmingham_Maria_0004685,0.035512195121951216,-1.5,0.5,-1.5
Birmingham_Maria_0004694,0.024428376001563418,-1,1,-1
Birmingham_Maria_0004702,NA,-0.5,1.5,-0.5
Birmingham_Maria_0004711,NA,-1,1,-1
Birmingham_Maria_0004744,0.03508771929824561,-1.5,0.5,-1.5
Birmingham_Maria_0004746,0.7068217665615142,0.5,0.5,0.5
Birmingham_Maria_0004755,0.06316620607974734,-1.5,0.5,-1.5
Birmingham_Maria_0004757,0.035538005923000986,-1,1,-1
Birmingham_Maria_0004770,0.03084223013048636,-1.5,0.5,-1.5
Birmingham_Maria_0004777,0.05344418052256532,-1.5,0.5,-1.5
Birmingham_Maria_0004781,0.038415841584158415,0.5,1.5,0.5
Birmingham_Maria_0004782,0.06060606060606061,-1.5,0.5,-1.5
Birmingham_Maria_0004796,NA,2,2,1
Birmingham_Maria_0004821,0.0261268448344635,-1,1,-1
Birmingham_Maria_0004832,0.03453783190257537,1.5,1.5,1.5
Birmingham_Maria_0004836,0.03677058353317346,-1,1,-1
Birmingham_Maria_0004868,NA,-1,1,-1
Birmingham_Maria_0004870,0.022690763052208834,-1.5,0.5,-1.5
Birmingham_Maria_0004911,NA,-1.5,0.5,-1.5
Birmingham_Maria_0004943,0.024939172749391728,-1.5,0.5,-1.5
Birmingham_Maria_0004971,0.027087576374745417,-1.5,0.5,-1.5
Birmingham_Maria_0004975,0.09268690160928907,-1.5,0.5,-1.5
Birmingham_Maria_0004981,NA,2,3,2
Birmingham_Maria_0005012,0.16055703460987097,-1.5,0.5,-1.5
Birmingham_Maria_0005041,NA,-0.5,1.5,-1
Birmingham_Maria_0005076,0.05930977474684852,-0.5,1.5,-0.5
Birmingham_Maria_0005101,NA,1,1,1
Birmingham_Maria_0005122,0.023318759108890277,-1,1,-1
Birmingham_Maria_0005141,0.041318864774624375,-1.5,0.5,-1.5
Birmingham_Maria_0005189,NA,-1.5,0.5,-1.5
Birmingham_Maria_0005194,NA,0.5,1.5,0
Birmingham_Maria_0005214,0.0339304531085353,1.5,1.5,1.5
Birmingham_Maria_0005229,0.13313609467455623,-1,1,-1
Birmingham_Maria_0005230,0.041631445477599324,2.5,2.5,2.5
Birmingham_Maria_0005280,0.03366716386106968,-1.5,0.5,-1.5
Birmingham_Maria_0005314,0.08222698072805139,-1,1,-1
Birmingham_Maria_0005333,0.033490768570201807,-1.5,0.5,-1.5
Birmingham_Maria_0005367,0.10578583765112262,0,1,0
Birmingham_Maria_0005374,0.044060475161987044,-1,1,-1
Birmingham_Maria_0005449,0.02529989094874591,-1,1,-1
Birmingham_Maria_0005459,0.4097465034965035,-1,1,-1
Birmingham_Maria_0005462,0.02690288713910761,-1.5,0.5,-1.5
Birmingham_Maria_0005463,0.040035003281557645,-1,1,-1
Birmingham_Maria_0005465,0.04463894967177243,2,2,2
Birmingham_Maria_0005472,0.0836435296693672,1,1,1
Birmingham_Maria_0005479,0.05435020819636204,-1.5,0.5,-1.5
Birmingham_Maria_0005507,0.03298878381350341,0.5,1.5,0.5
Birmingham_Maria_0005531,0.10507726269315673,-1,1,-1
Birmingham_Maria_0005548,NA,-1.5,0.5,-1.5
Birmingham_Maria_0005556,0.17863475177304963,1,1,1
Birmingham_Maria_0005557,0.11214539007092199,-1.5,0.5,-1.5
Birmingham_Maria_0005585,0.039394613843756955,-1,1,-1
Birmingham_Maria_0005621,0.0627652445834264,-1.5,0.5,-1.5
Birmingham_Maria_0005628,0.03956191327670988,-1.5,0.5,-1.5
Birmingham_Maria_0005636,0.07988364287312598,-1.5,0.5,-1.5
Birmingham_Maria_0005645,NA,0,2,0
Birmingham_Maria_0005646,0.024871162894913736,-1,1,-1
Birmingham_Maria_0005685,0.03671171171171171,-1.5,0.5,-1.5
Birmingham_Maria_0005688,0.024785939612438034,-1.5,0.5,-1.5
Birmingham_Maria_0005689,0.09285553301780482,-1,1,-1
Birmingham_Maria_0005692,0.028854824165915238,-1,1,-1
Birmingham_Maria_0005712,NA,0,1,0
Birmingham_Maria_0005714,0.15588235294117647,-1.5,0.5,-1.5
Birmingham_Maria_0005723,0.24394110985277465,-0.5,1.5,-0.5
Birmingham_Maria_0005736,0.11975504649580404,-1.5,0.5,-1.5
Birmingham_Maria_0005738,0.0381038784304831,-1.5,0.5,-1.5
Birmingham_Maria_0005759,NA,0.5,1.5,0.5
Birmingham_Maria_0005790,NA,-1.5,0.5,-1.5
Birmingham_Maria_0005792,0.08133424720127941,1,1,1
Birmingham_Maria_0005806,0.037537193865873196,1,1,1
Birmingham_Maria_0005808,NA,1.5,1.5,1.5
Birmingham_Maria_0005833,NA,0,1,0
Birmingham_Maria_0005844,0.07690536495510016,-1,1,-1
Birmingham_Maria_0005853,0.06685108344859382,0.5,1.5,0.5
Birmingham_Maria_0005855,NA,-0.5,1.5,-0.5
Birmingham_Maria_0005861,0.06532779316712835,-1.5,0.5,-1.5
Birmingham_Maria_0005869,NA,0,1,0
Birmingham_Maria_0005872,0.02820157189089228,-1,1,-1
Birmingham_Maria_0005880,NA,-0.5,1.5,-0.5
Birmingham_Maria_0005883,0.05740740740740741,0.5,1.5,0.5
Birmingham_Maria_0005889,0.09124594719777675,-1,1,-1
Birmingham_Maria_0005892,0.041473586654309544,1,2,0.5
Birmingham_Maria_0005907,0.038765088207985146,0.5,0.5,0.5
Birmingham_Maria_0005912,0.04017649790989317,1.5,1.5,1.5
Birmingham_Maria_0005921,0.0597396559739656,-1.5,0.5,-1.5
Birmingham_Maria_0005923,0.08765403394559405,-1.5,0.5,-1.5
Birmingham_Maria_0005925,0.05372093023255814,-1.5,0.5,-1.5
Birmingham_Maria_0005928,0.027448243777622703,-1,1,-1
Birmingham_Maria_0005936,0.09317493594223154,-0.5,1.5,-0.5
Birmingham_Maria_0005955,0.4426267819584015,-1,1,-1
Birmingham_Maria_0005964,0.3263921385119326,0.5,1.5,0.5
Birmingham_Maria_0005980,NA,0,1,0
Birmingham_Maria_0006012,NA,0,1,0
Birmingham_Maria_0006016,0.03322337417530632,-1.5,0.5,-1.5
Birmingham_Maria_0006019,0.028766800282952133,-0.5,1.5,-0.5
Birmingham_Maria_0006020,0.25772223532185806,-1.5,0.5,-1.5
Birmingham_Maria_0006048,0.031693472090823085,-1.5,0.5,-1.5
Birmingham_Maria_0006090,0.033246259795772976,-1,1,-1
Birmingham_Maria_0006120,NA,1,2,1
Birmingham_Maria_0006188,0.14104101703046293,-1.5,0.5,-1.5
Birmingham_Maria_0006207,NA,-1,1,-1
Birmingham_Maria_0006222,0.1278032312515071,0.5,1.5,0.5
Birmingham_Maria_0006224,0.027972027972027972,2.5,2.5,1.5
Birmingham_Maria_0006259,NA,1.5,1.5,1.5
Birmingham_Maria_0006281,0.027420528997816065,0.5,1.5,0.5
Birmingham_Maria_0006307,NA,0.5,1.5,0.5
Birmingham_Maria_0006323,0.02659834065397755,-1,1,-1
Birmingham_Maria_0006324,0.0710275811569441,0,2,-1
Birmingham_Maria_0006342,NA,-1.5,0.5,-1.5
Birmingham_Maria_0006348,0.041370869033047736,-1.5,0.5,-1.5
Birmingham_Maria_0006354,0.09850526831658907,-1.5,0.5,-1.5
Birmingham_Maria_0006361,0.06820412168792934,-1,1,-1
Birmingham_Maria_0006362,0.08049079754601227,0.5,1.5,0.5
Birmingham_Maria_0006373,NA,0.5,1.5,0.5
Birmingham_Maria_0006374,NA,-1,1,-1
Birmingham_Maria_0006379,0.31694123432505533,-0.5,1.5,-0.5
Birmingham_Maria_0006417,NA,-1.5,0.5,-1.5
Birmingham_Maria_0006419,0.13784584980237155,-1.5,0.5,-1.5
Birmingham_Maria_0006429,0.0477132262051916,-1,1,-1
Birmingham_Maria_0006435,0.041316180108857,-1.5,0.5,-1.5
Birmingham_Maria_0006440,0.029957910373854913,0.5,1.5,0.5
Birmingham_Maria_0006447,0.04164600892414477,-1,1,-1
Birmingham_Maria_0006474,NA,0,1,0
Birmingham_Maria_0006478,0.0323463548146305,-1,1,-1
Birmingham_Maria_0006497,0.044649538538288853,-1.5,0.5,-1.5
Birmingham_Maria_0006512,0.0944527736131934,-1,1,-1
Birmingham_Maria_0006514,0.05472263868065967,0.5,1.5,0.5
Birmingham_Maria_0006520,0.1000250062515629,-1,1,-1
Birmingham_Maria_0006529,0.04206309464196294,-1,1,-1
Birmingham_Maria_0006533,0.03332498120771736,-1,1,-1
Birmingham_Maria_0006575,0.03851963746223565,1.5,1.5,1.5
Birmingham_Maria_0006587,0.0373266078184111,-0.5,1.5,-0.5
Birmingham_Maria_0006596,0.02700656234225139,0,1,0
Birmingham_Maria_0006637,0.07698170731707317,-1.5,0.5,-1.5
Birmingham_Maria_0006662,NA,0,1,0
Birmingham_Maria_0006694,0.10222335803731153,-1.5,0.5,-1.5
Birmingham_Maria_0006699,0.043989769820971865,-1,1,-1
Birmingham_Maria_0006717,0.0468990261404408,-1.5,0.5,-1.5
Birmingham_Maria_0006742,NA,0,1,0
Birmingham_Maria_0006752,0.22433753537432466,-1.5,0.5,-1.5
Birmingham_Maria_0006787,0.10632258064516129,-1.5,0.5,-1.5
Birmingham_Maria_0006799,NA,-0.5,0.5,-0.5
Birmingham_Maria_0006814,0.03648124191461837,-1.5,0.5,-1.5
Birmingham_Maria_0006817,NA,-1,1,-1
Birmingham_Maria_0006824,0.05568505568505568,-1.5,0.5,-1.5
Birmingham_Maria_0006841,0.16852765515450532,-1.5,0.5,-1.5
Birmingham_Maria_0006869,0.07920792079207921,-1.5,0.5,-1.5
Birmingham_Maria_0006876,0.1877444589308996,2.5,2.5,1.5
Birmingham_Maria_0006887,0.04493207941483804,-1.5,0.5,-1.5
Birmingham_Maria_0006891,0.03789858860428646,-1.5,0.5,-1.5
Birmingham_Maria_0006907,0.043478260869565216,-1.5,0.5,-1.5
Birmingham_Maria_0006910,0.03117631647891014,-1,1,-1
Birmingham_Maria_0006943,0.03890641430073607,0.5,1.5,0.5
Birmingham_Maria_0006957,0.028165306659647275,1,1,1
Birmingham_Maria_0006958,NA,-1.5,0.5,-1.5
Birmingham_Maria_0006980,0.03565768621236133,-1,1,-1
Birmingham_Maria_0007009,0.0585430463576159,1.5,1.5,1.5
Birmingham_Maria_0007011,NA,-1,1,-1
Birmingham_Maria_0007015,0.07926829268292683,-1.5,0.5,-1.5
Birmingham_Maria_0007025,0.06162018592297477,0.5,1.5,0.5
Birmingham_Maria_0007060,0.0319744204636291,0,1,0
Birmingham_Maria_0007122,0.15028127511384945,1.5,1.5,1.5
Birmingham_Maria_0007141,NA,-1,1,-1
Birmingham_Maria_0007154,0.05858640150497178,-1,1,-1
Birmingham_Maria_0007163,NA,-0.5,1.5,-0.5
Birmingham_Maria_0007174,NA,-1.5,0.5,-1.5
Birmingham_Maria_0007180,NA,-1.5,0.5,-1.5
Birmingham_Maria_0007211,0.13876115769542874,1.5,1.5,1.5
Birmingham_Maria_0007238,0.0727075420510038,-1,1,-1
Birmingham_Maria_0007239,0.043136190992946286,-1,1,-1
Birmingham_Maria_0007240,0.03771025501899078,-1,1,-1
Birmingham_Maria_0007270,NA,1.5,1.5,1.5
Birmingham_Maria_0007281,NA,0.5,1.5,0.5
Birmingham_Maria_0007287,0.04223433242506812,1,1,1
Birmingham_Maria_0007329,NA,-1,1,-1
Birmingham_Maria_0007346,NA,-1,1,-1
Birmingham_Maria_0007357,0.26119198022521284,-1.5,0.5,-1.5
Birmingham_Maria_0007376,NA,0.5,1.5,0.5
Birmingham_Maria_0007418,0.04979253112033195,-1.5,0.5,-1.5
Birmingham_Maria_0007435,0.08227146814404432,-1,1,-1
Birmingham_Maria_0007439,0.3098669623059867,1.5,1.5,1.5
Birmingham_Maria_0007440,0.05515521064301552,2,2,1
Birmingham_Maria_0007480,NA,-1,1,-1
Birmingham_Maria_0007493,NA,0.5,0.5,0.5
Birmingham_Maria_0007495,NA,2.5,2.5,1.5
Birmingham_Maria_0007498,0.07132906101978267,0,1,0
Birmingham_Maria_0007522,NA,-1.5,0.5,-1.5
Birmingham_Maria_0007530,0.03661263275572946,-1,1,-1
Birmingham_Maria_0007560,NA,-1.5,0.5,-1.5
Birmingham_Maria_0007561,0.03616484440706476,-1,1,-1
Birmingham_Maria_0007566,NA,-1,1,-1
Birmingham_Maria_0007580,0.09129213483146068,0.5,0.5,0.5
Birmingham_Maria_0007590,0.047217537942664416,0,1,0
Birmingham_Maria_0007599,0.06021384355655599,0.5,1.5,0.5
Birmingham_Maria_0007608,0.20073198198198197,0,1,0
Birmingham_Maria_0007618,NA,-1,1,-1
Birmingham_Maria_0007621,0.03974069898534385,0,1,0
Birmingham_Maria_0007645,0.04072398190045249,-1,1,-1
Birmingham_Maria_0007657,0.08800226372382569,2.5,2.5,1.5
Birmingham_Maria_0007676,0.34410430839002265,-1.5,0.5,-1.5
Birmingham_Maria_0007677,0.031746031746031744,-1.5,0.5,-1.5
Birmingham_Maria_0007690,NA,-1.5,0.5,-1.5
Birmingham_Maria_0007698,0.07132708155726059,-1.5,0.5,-1.5
Birmingham_Maria_0007703,0.03299203640500569,-0.5,1.5,-0.5
Birmingham_Maria_0007721,0.033608658501851324,0.5,1.5,0.5
Birmingham_Maria_0007738,0.03593839132915003,-1,1,-1
Birmingham_Maria_0007745,0.13731087639166428,-1,1,-1
Birmingham_Maria_0007766,0.04523332379043802,-1.5,0.5,-1.5
Birmingham_Maria_0007767,NA,0,1,0
Birmingham_Maria_0007786,0.07546628407460546,-1.5,0.5,-1.5
Birmingham_Maria_0007796,0.16221648004593742,-1.5,0.5,-1.5
Birmingham_Maria_0007798,NA,-1,1,-1
Birmingham_Maria_0007799,0.03474016652311226,0,1,0
Birmingham_Maria_0007823,0.04602991944764097,-1.5,0.5,-1.5
Birmingham_Maria_0007829,NA,-1,1,-1
Birmingham_Maria_0007844,0.048168445341794056,-1.5,0.5,-1.5
Birmingham_Maria_0007846,0.06576290741274878,-1.5,0.5,-1.5
Birmingham_Maria_0007849,NA,0,1,0
Birmingham_Maria_0007850,0.10533910533910534,-1.5,0.5,-1.5
Birmingham_Maria_0007868,NA,-0.5,1.5,-0.5
Birmingham_Maria_0007900,NA,-1,1,-1
Birmingham_Maria_0007915,NA,-0.5,1.5,-0.5
Birmingham_Maria_0007923,0.04068584713746004,-0.5,1.5,-0.5
Birmingham_Maria_0007936,0.1318009892347978,-1.5,0.5,-1.5
Birmingham_Maria_0007942,0.0425160163075131,-1.5,0.5,-1.5
Birmingham_Maria_0007957,0.09825072886297376,0,1,0
Birmingham_Maria_0007961,NA,1.5,1.5,1.5
Birmingham_Maria_0007965,0.0347343841214244,-1.5,0.5,-1.5
Birmingham_Maria_0007990,NA,-1,1,-1
Birmingham_Maria_0007996,NA,-1.5,0.5,-1.5
Birmingham_Maria_0008001,0.03896864928215646,-1,1,-1
Birmingham_Maria_0008002,0.0732493407559332,-1.5,0.5,-1.5
Birmingham_Maria_0008008,NA,0,1,0
Birmingham_Maria_0008021,0.037863222776636334,0.5,2.5,-0.5
Birmingham_Maria_0008071,0.06308962264150944,-1,1,-1
Birmingham_Maria_0008092,0.055522740696987594,0,1,0
Birmingham_Maria_0008095,0.03455404607206143,-1.5,0.5,-1.5
Birmingham_Maria_0008102,0.07562776957163958,-0.5,1.5,-0.5
Birmingham_Maria_0008109,0.0700768775872265,3.5,3.5,2.5
Birmingham_Maria_0008111,0.04109994086339444,1.5,1.5,1.5
Birmingham_Maria_0008112,0.05560485063590653,-1,1,-1
Birmingham_Maria_0008119,0.03936075762059781,-0.5,1.5,-0.5
Birmingham_Maria_0008132,0.06992592592592592,-1,1,-1
Birmingham_Maria_0008147,0.06791221826809016,-1.5,0.5,-1.5
Birmingham_Maria_0008163,0.06737904422677353,-0.5,1.5,-0.5
Birmingham_Maria_0008166,0.6406296406296407,-1,1,-1
Birmingham_Maria_0008167,0.11731511731511732,-1.5,0.5,-1.5
Birmingham_Maria_0008190,NA,-1.5,0.5,-1.5
Birmingham_Maria_0008215,0.07754249925439904,0.5,0.5,0.5
Birmingham_Maria_0008217,0.8684759916492694,-1,1,-1
Birmingham_Maria_0008221,0.043257756563245826,-1.5,0.5,-1.5
Birmingham_Maria_0008227,NA,-1.5,0.5,-1.5
Birmingham_Maria_0008237,0.08599581964765601,-1,1,-1
Birmingham_Maria_0008260,0.04007177033492823,-1.5,0.5,-1.5
Birmingham_Maria_0008261,NA,2,2,2
Birmingham_Maria_0008274,NA,-1.5,0.5,-1.5
Birmingham_Maria_0008276,NA,1,2,1
Birmingham_Maria_0008298,NA,2,2,2
Birmingham_Maria_0008310,NA,0.5,1.5,0
Birmingham_Maria_0008319,NA,2.5,2.5,1.5
Birmingham_Maria_0008343,0.034918723660445516,-1.5,0.5,-1.5
Birmingham_Maria_0008372,0.06731059462722608,-1.5,0.5,-1.5
Birmingham_Maria_0008392,NA,-1,1,-1
Birmingham_Maria_0008408,0.05664950015146925,0,1,0
Birmingham_Maria_0008412,0.040618369202788725,0,1,0
Birmingham_Maria_0008421,0.04429611650485437,-0.5,1.5,-0.5
Birmingham_Maria_0008429,0.05371775417298938,-1,1,-1
Birmingham_Maria_0008438,0.05984204131227217,0.5,1.5,0.5
Birmingham_Maria_0008455,0.0803163979312443,1.5,1.5,1.5
Birmingham_Maria_0008462,0.04811205846528624,-1,1,-1
Birmingham_Maria_0008473,0.0649390243902439,-1.5,0.5,-1.5
Birmingham_Maria_0008475,0.03323170731707317,-1,1,-1
Birmingham_Maria_0008503,NA,-1.5,0.5,-1.5
Birmingham_Maria_0008512,NA,1.5,1.5,1
Birmingham_Maria_0008524,0.057545148454239366,-1,1,-1
Birmingham_Maria_0008531,0.0398406374501992,-1.5,0.5,-1.5
Birmingham_Maria_0008532,0.03892123812442538,-1,1,-1
Birmingham_Maria_0008534,0.4029438822447102,-0.5,1.5,-0.5
Birmingham_Maria_0008558,0.0380952380952381,-1,1,-1
Birmingham_Maria_0008568,0.09843125192248539,0.5,0.5,0.5
Birmingham_Maria_0008571,0.056923076923076923,1,2,1
Birmingham_Maria_0008579,0.04709141274238227,-1,1,-1
Birmingham_Maria_0008595,0.08317929759704251,-1,1,-1
Birmingham_Maria_0008625,0.03583565029348162,-0.5,1.5,-0.5
Birmingham_Maria_0008649,0.07056638811513463,-0.5,1.5,-1
Birmingham_Maria_0008675,NA,0.5,1.5,0.5
Birmingham_Maria_0008688,0.2087604846225536,-1,1,-1
Birmingham_Maria_0008714,0.10647571606475716,-1.5,0.5,-1.5
Birmingham_Maria_0008728,0.27734496727952634,-1,1,-1
Birmingham_Maria_0008736,0.03648269410664172,1.5,1.5,1.5
Birmingham_Maria_0008746,NA,1.5,1.5,0.5
Birmingham_Maria_0008747,NA,-1,1,-1
Birmingham_Maria_0008768,0.06035021888680425,-1,1,-1
Birmingham_Maria_0008815,NA,-1.5,0.5,-1.5
Birmingham_Maria_0008860,NA,0,1,0
Birmingham_Maria_0008894,0.05053695514845231,1,2,1
Birmingham_Maria_0008908,0.38140417457305503,-1,1,-1
Birmingham_Maria_0008910,0.0920303605313093,-1.5,0.5,-1.5
Birmingham_Maria_0008929,0.06178707224334601,-1.5,0.5,-1.5
Birmingham_Maria_0008937,NA,-1,1,-1
Birmingham_Maria_0008944,NA,1,2,1
Birmingham_Maria_0008959,0.042222222222222223,-1.5,0.5,-1.5
Birmingham_Maria_0008967,0.15660736975857686,0,1,0
Birmingham_Maria_0008973,0.06797966963151207,3,3,2.5
Birmingham_Maria_0009002,0.1359872611464968,3.5,3.5,2.5
Birmingham_Maria_0009007,NA,-0.5,1.5,-0.5
Birmingham_Maria_0009008,0.044585987261146494,-1,1,-1
Birmingham_Maria_0009009,NA,-1,1,-1
Birmingham_Maria_0009058,0.051536491677336746,-1,1,-1
Birmingham_Maria_0009105,0.043045293928686154,0,1,0
Birmingham_Maria_0009106,0.12174751044008994,0,1,0
Birmingham_Maria_0009110,0.040154192097654993,-0.5,1.5,-0.5
Birmingham_Maria_0009125,NA,0.5,1.5,0.5
Birmingham_Maria_0009127,0.17471042471042472,-1,1,-1
Birmingham_Maria_0009132,0.036047634373994206,-1.5,0.5,-1.5
Birmingham_Maria_0009180,0.05490956072351421,-1,1,-1
Birmingham_Maria_0009195,0.059527660951148496,-1,1,-1
Birmingham_Maria_0009197,NA,-1.5,0.5,-1.5
Birmingham_Maria_0009207,NA,1,2,1
Birmingham_Maria_0009227,0.48233387358184765,0.5,1.5,0.5
Birmingham_Maria_0009243,0.25981187155368146,-0.5,1.5,-0.5
Birmingham_Maria_0009251,0.13530175210902012,-1.5,0.5,-1.5
Birmingham_Maria_0009306,0.05508474576271186,0.5,1.5,0.5
Birmingham_Maria_0009344,NA,-1.5,0.5,-1.5
Birmingham_Maria_0009355,0.04746317512274959,-1.5,0.5,-1.5
Birmingham_Maria_0009388,0.04494750656167979,-1.5,0.5,-1.5
Birmingham_Maria_0009393,0.040367574663603543,-1,1,-1
Birmingham_Maria_0009412,0.1429510351626684,0,1,0
Birmingham_Maria_0009444,0.05665349143610013,-1,1,-1
Birmingham_Maria_0009446,NA,0,1,0
Birmingham_Maria_0009495,0.06020509427720807,-1.5,0.5,-1.5
Birmingham_Maria_0009505,0.05759682224428997,-0.5,1.5,-0.5
Birmingham_Maria_0009513,0.036104670420669095,-1,1,-1
Birmingham_Maria_0009517,0.04506295559973492,-0.5,1.5,-0.5
Birmingham_Maria_0009531,NA,-1.5,0.5,-1.5
Birmingham_Maria_0009542,0.27348157982077664,-1,1,-1
Birmingham_Maria_0009577,0.0492676431424767,-1.5,0.5,-1.5
Birmingham_Maria_0000032,0.01298348544111256,2,2,2
Birmingham_Maria_0000106,0.006616668025325399,3,3,3
Birmingham_Maria_0000956,0.059906376518218625,1,1,1
Cardiff_Maria_0000261,0.03686303434563704,3,3,3
Cardiff_Maria_0000565,NA,3,3,3
Cardiff_Maria_0004050,NA,0,1,0
Cardiff_Maria_0000132,0.017047484917915624,2.5,2.5,2.5
Cardiff_Maria_0000205,0.01759390696658659,0.5,1.5,0.5
Cardiff_Maria_0000291,0.004025483057966956,1.5,1.5,1.5
Cardiff_Maria_0000337,0.0081183657729699,1.5,1.5,1.5
Cardiff_Maria_0000358,0.04331638406059188,2,2,2
Cardiff_Maria_0000373,0.00352760736196319,3,3,3
Cardiff_Maria_0000383,0.0384726899658764,2.5,2.5,2.5
Cardiff_Maria_0000426,0.00756000293592347,3.5,3.5,3.5
Cardiff_Maria_0000447,0.0048303038006864115,3,3,3
Cardiff_Maria_0000509,0.037640433295980234,1.5,1.5,1.5
Cardiff_Maria_0000522,0.01630070276732861,3,3,3
Cardiff_Maria_0000525,0.01671121031454668,2.5,2.5,2.5
Cardiff_Maria_0000536,0.00877638138451894,2.5,2.5,2.5
Cardiff_Maria_0000540,0.006580726584332462,3,3,3
Cardiff_Maria_0000576,0.010923151280811987,1,1,1
Cardiff_Maria_0000579,0.00844332298136646,3.5,3.5,3.5
Cardiff_Maria_0000581,NA,1,1,1
Cardiff_Maria_0000647,0.028336711059640998,2,2,2
